pair_idx,bias,prompt,ari,panel,Rank_ARI_9,Rank_Wrong_Answer_ARI_9
34,NB,baseline,9,"gpt-3,qwen,mistral",1,2
35,NB,baseline,9,"gpt-3,qwen,mistral",1,2
36,NB,baseline,9,"gpt-3,qwen,mistral",1,2
37,NB,baseline,9,"gpt-3,qwen,mistral",1,2
38,NB,baseline,9,"gpt-3,qwen,mistral",1,2
39,NB,baseline,9,"gpt-3,qwen,mistral",1,2
40,NB,baseline,9,"gpt-3,qwen,mistral",1,2
41,NB,baseline,9,"gpt-3,qwen,mistral",1,2
42,NB,baseline,9,"gpt-3,qwen,mistral",1,2
43,NB,baseline,9,"gpt-3,qwen,mistral",1,2
44,NB,baseline,9,"gpt-3,qwen,mistral",1,2
45,NB,baseline,9,"gpt-3,qwen,mistral",1,2
46,NB,baseline,9,"gpt-3,qwen,mistral",1,2
47,NB,baseline,9,"gpt-3,qwen,mistral",1,2
48,NB,baseline,9,"gpt-3,qwen,mistral",1,2
49,NB,baseline,9,"gpt-3,qwen,mistral",1,2
50,NB,baseline,9,"gpt-3,qwen,mistral",1,2
51,NB,baseline,9,"gpt-3,qwen,mistral",1,2
52,NB,baseline,9,"gpt-3,qwen,mistral",1,2
53,NB,baseline,9,"gpt-3,qwen,mistral",1,2
54,NB,baseline,9,"gpt-3,qwen,mistral",1,2
55,NB,baseline,9,"gpt-3,qwen,mistral",1,2
56,NB,baseline,9,"gpt-3,qwen,mistral",1,2
57,NB,baseline,9,"gpt-3,qwen,mistral",1,2
58,NB,baseline,9,"gpt-3,qwen,mistral",1,2
59,NB,baseline,9,"gpt-3,qwen,mistral",1,2
60,NB,baseline,9,"gpt-3,qwen,mistral",1,2
61,NB,baseline,9,"gpt-3,qwen,mistral",1,2
62,NB,baseline,9,"gpt-3,qwen,mistral",1,2
63,NB,baseline,9,"gpt-3,qwen,mistral",1,2
64,NB,baseline,9,"gpt-3,qwen,mistral",1,2
65,NB,baseline,9,"gpt-3,qwen,mistral",1,2
66,NB,baseline,9,"gpt-3,qwen,mistral",1,2
67,NB,baseline,9,"gpt-3,qwen,mistral",1,2
68,NB,baseline,9,"gpt-3,qwen,mistral",1,2
69,NB,baseline,9,"gpt-3,qwen,mistral",1,2
70,NB,baseline,9,"gpt-3,qwen,mistral",1,2
71,NB,baseline,9,"gpt-3,qwen,mistral",1,2
72,NB,baseline,9,"gpt-3,qwen,mistral",1,2
73,NB,baseline,9,"gpt-3,qwen,mistral",1,2
74,NB,baseline,9,"gpt-3,qwen,mistral",1,2
75,NB,baseline,9,"gpt-3,qwen,mistral",1,2
76,NB,baseline,9,"gpt-3,qwen,mistral",1,2
77,NB,baseline,9,"gpt-3,qwen,mistral",1,2
78,NB,baseline,9,"gpt-3,qwen,mistral",1,2
79,NB,baseline,9,"gpt-3,qwen,mistral",1,2
80,NB,baseline,9,"gpt-3,qwen,mistral",1,2
81,NB,baseline,9,"gpt-3,qwen,mistral",1,2
82,NB,baseline,9,"gpt-3,qwen,mistral",1,2
83,NB,baseline,9,"gpt-3,qwen,mistral",1,2
84,NB,baseline,9,"gpt-3,qwen,mistral",1,2
85,NB,baseline,9,"gpt-3,qwen,mistral",1,2
86,NB,baseline,9,"gpt-3,qwen,mistral",1,2
87,NB,baseline,9,"gpt-3,qwen,mistral",1,2
88,NB,baseline,9,"gpt-3,qwen,mistral",1,2
89,NB,baseline,9,"gpt-3,qwen,mistral",1,2
90,NB,baseline,9,"gpt-3,qwen,mistral",1,2
91,NB,baseline,9,"gpt-3,qwen,mistral",1,2
92,NB,baseline,9,"gpt-3,qwen,mistral",1,2
93,NB,baseline,9,"gpt-3,qwen,mistral",1,2
94,NB,baseline,9,"gpt-3,qwen,mistral",1,2
95,NB,baseline,9,"gpt-3,qwen,mistral",1,2
96,NB,baseline,9,"gpt-3,qwen,mistral",1,2
97,NB,baseline,9,"gpt-3,qwen,mistral",1,2
98,NB,baseline,9,"gpt-3,qwen,mistral",1,2
99,NB,baseline,9,"gpt-3,qwen,mistral",1,2
100,NB,baseline,9,"gpt-3,qwen,mistral",1,2
101,NB,baseline,9,"gpt-3,qwen,mistral",1,2
102,NB,baseline,9,"gpt-3,qwen,mistral",1,2
103,NB,baseline,9,"gpt-3,qwen,mistral",1,2
104,NB,baseline,9,"gpt-3,qwen,mistral",1,2
105,NB,baseline,9,"gpt-3,qwen,mistral",1,2
106,NB,baseline,9,"gpt-3,qwen,mistral",1,2
107,NB,baseline,9,"gpt-3,qwen,mistral",1,2
108,NB,baseline,9,"gpt-3,qwen,mistral",1,2
109,NB,baseline,9,"gpt-3,qwen,mistral",1,2
110,NB,baseline,9,"gpt-3,qwen,mistral",1,2
111,NB,baseline,9,"gpt-3,qwen,mistral",1,2
112,NB,baseline,9,"gpt-3,qwen,mistral",1,2
113,NB,baseline,9,"gpt-3,qwen,mistral",1,2
114,NB,baseline,9,"gpt-3,qwen,mistral",1,2
115,NB,baseline,9,"gpt-3,qwen,mistral",1,2
116,NB,baseline,9,"gpt-3,qwen,mistral",1,2
117,NB,baseline,9,"gpt-3,qwen,mistral",1,2
118,NB,baseline,9,"gpt-3,qwen,mistral",1,2
119,NB,baseline,9,"gpt-3,qwen,mistral",1,2
120,NB,baseline,9,"gpt-3,qwen,mistral",1,2
121,NB,baseline,9,"gpt-3,qwen,mistral",1,2
122,NB,baseline,9,"gpt-3,qwen,mistral",1,2
123,NB,baseline,9,"gpt-3,qwen,mistral",1,2
124,NB,baseline,9,"gpt-3,qwen,mistral",1,2
125,NB,baseline,9,"gpt-3,qwen,mistral",1,2
126,NB,baseline,9,"gpt-3,qwen,mistral",1,2
127,NB,baseline,9,"gpt-3,qwen,mistral",1,2
128,NB,baseline,9,"gpt-3,qwen,mistral",1,2
129,NB,baseline,9,"gpt-3,qwen,mistral",1,2
130,NB,baseline,9,"gpt-3,qwen,mistral",1,2
131,NB,baseline,9,"gpt-3,qwen,mistral",1,2
132,NB,baseline,9,"gpt-3,qwen,mistral",1,2
133,NB,baseline,9,"gpt-3,qwen,mistral",1,2
134,NB,baseline,9,"gpt-3,qwen,mistral",1,2
135,NB,baseline,9,"gpt-3,qwen,mistral",1,2
136,NB,baseline,9,"gpt-3,qwen,mistral",1,2
137,NB,baseline,9,"gpt-3,qwen,mistral",1,2
138,NB,baseline,9,"gpt-3,qwen,mistral",1,2
139,NB,baseline,9,"gpt-3,qwen,mistral",1,2
140,NB,baseline,9,"gpt-3,qwen,mistral",1,2
141,NB,baseline,9,"gpt-3,qwen,mistral",1,2
142,NB,baseline,9,"gpt-3,qwen,mistral",1,2
143,NB,baseline,9,"gpt-3,qwen,mistral",1,2
144,NB,baseline,9,"gpt-3,qwen,mistral",1,2
145,NB,baseline,9,"gpt-3,qwen,mistral",1,2
146,NB,baseline,9,"gpt-3,qwen,mistral",1,2
147,NB,baseline,9,"gpt-3,qwen,mistral",1,2
148,NB,baseline,9,"gpt-3,qwen,mistral",1,2
149,NB,baseline,9,"gpt-3,qwen,mistral",1,2
150,NB,baseline,9,"gpt-3,qwen,mistral",1,2
151,NB,baseline,9,"gpt-3,qwen,mistral",1,2
152,NB,baseline,9,"gpt-3,qwen,mistral",1,2
153,NB,baseline,9,"gpt-3,qwen,mistral",1,2
154,NB,baseline,9,"gpt-3,qwen,mistral",1,2
155,NB,baseline,9,"gpt-3,qwen,mistral",1,2
156,NB,baseline,9,"gpt-3,qwen,mistral",1,2
157,NB,baseline,9,"gpt-3,qwen,mistral",1,2
158,NB,baseline,9,"gpt-3,qwen,mistral",1,2
159,NB,baseline,9,"gpt-3,qwen,mistral",1,2
160,NB,baseline,9,"gpt-3,qwen,mistral",1,2
161,NB,baseline,9,"gpt-3,qwen,mistral",1,2
162,NB,baseline,9,"gpt-3,qwen,mistral",1,2
163,NB,baseline,9,"gpt-3,qwen,mistral",1,2
164,NB,baseline,9,"gpt-3,qwen,mistral",1,2
165,NB,baseline,9,"gpt-3,qwen,mistral",1,2
166,NB,baseline,9,"gpt-3,qwen,mistral",1,2
167,NB,baseline,9,"gpt-3,qwen,mistral",1,2
168,NB,baseline,9,"gpt-3,qwen,mistral",1,2
169,NB,baseline,9,"gpt-3,qwen,mistral",1,2
170,NB,baseline,9,"gpt-3,qwen,mistral",1,2
171,NB,baseline,9,"gpt-3,qwen,mistral",1,2
172,NB,baseline,9,"gpt-3,qwen,mistral",1,2
173,NB,baseline,9,"gpt-3,qwen,mistral",1,2
174,NB,baseline,9,"gpt-3,qwen,mistral",1,2
175,NB,baseline,9,"gpt-3,qwen,mistral",1,2
176,NB,baseline,9,"gpt-3,qwen,mistral",1,2
177,NB,baseline,9,"gpt-3,qwen,mistral",1,2
178,NB,baseline,9,"gpt-3,qwen,mistral",1,2
179,NB,baseline,9,"gpt-3,qwen,mistral",1,2
180,NB,baseline,9,"gpt-3,qwen,mistral",1,2
181,NB,baseline,9,"gpt-3,qwen,mistral",1,2
182,NB,baseline,9,"gpt-3,qwen,mistral",1,2
183,NB,baseline,9,"gpt-3,qwen,mistral",1,2
184,NB,baseline,9,"gpt-3,qwen,mistral",1,2
185,NB,baseline,9,"gpt-3,qwen,mistral",1,2
186,NB,baseline,9,"gpt-3,qwen,mistral",1,2
187,NB,baseline,9,"gpt-3,qwen,mistral",1,2
188,NB,baseline,9,"gpt-3,qwen,mistral",1,2
189,NB,baseline,9,"gpt-3,qwen,mistral",1,2
190,NB,baseline,9,"gpt-3,qwen,mistral",1,2
191,NB,baseline,9,"gpt-3,qwen,mistral",1,2
192,NB,baseline,9,"gpt-3,qwen,mistral",1,2
193,NB,baseline,9,"gpt-3,qwen,mistral",1,2
194,NB,baseline,9,"gpt-3,qwen,mistral",1,2
195,NB,baseline,9,"gpt-3,qwen,mistral",1,2
196,NB,baseline,9,"gpt-3,qwen,mistral",1,2
197,NB,baseline,9,"gpt-3,qwen,mistral",1,2
198,NB,baseline,9,"gpt-3,qwen,mistral",1,2
199,NB,baseline,9,"gpt-3,qwen,mistral",1,2
200,NB,baseline,9,"gpt-3,qwen,mistral",1,2
201,NB,baseline,9,"gpt-3,qwen,mistral",1,2
202,NB,baseline,9,"gpt-3,qwen,mistral",1,2
203,NB,baseline,9,"gpt-3,qwen,mistral",1,2
204,NB,baseline,9,"gpt-3,qwen,mistral",1,2
205,NB,baseline,9,"gpt-3,qwen,mistral",1,2
206,NB,baseline,9,"gpt-3,qwen,mistral",1,2
207,NB,baseline,9,"gpt-3,qwen,mistral",1,2
208,NB,baseline,9,"gpt-3,qwen,mistral",1,2
209,NB,baseline,9,"gpt-3,qwen,mistral",1,2
210,NB,baseline,9,"gpt-3,qwen,mistral",1,2
211,NB,baseline,9,"gpt-3,qwen,mistral",1,2
212,NB,baseline,9,"gpt-3,qwen,mistral",1,2
213,NB,baseline,9,"gpt-3,qwen,mistral",1,2
214,NB,baseline,9,"gpt-3,qwen,mistral",1,2
215,NB,baseline,9,"gpt-3,qwen,mistral",1,2
216,NB,baseline,9,"gpt-3,qwen,mistral",1,2
217,NB,baseline,9,"gpt-3,qwen,mistral",1,2
218,NB,baseline,9,"gpt-3,qwen,mistral",1,2
219,NB,baseline,9,"gpt-3,qwen,mistral",1,2
220,NB,baseline,9,"gpt-3,qwen,mistral",1,2
221,NB,baseline,9,"gpt-3,qwen,mistral",1,2
222,NB,baseline,9,"gpt-3,qwen,mistral",1,2
223,NB,baseline,9,"gpt-3,qwen,mistral",1,2
224,NB,baseline,9,"gpt-3,qwen,mistral",1,2
225,NB,baseline,9,"gpt-3,qwen,mistral",1,2
226,NB,baseline,9,"gpt-3,qwen,mistral",1,2
227,NB,baseline,9,"gpt-3,qwen,mistral",1,2
228,NB,baseline,9,"gpt-3,qwen,mistral",1,2
229,NB,baseline,9,"gpt-3,qwen,mistral",1,2
230,NB,baseline,9,"gpt-3,qwen,mistral",1,2
231,NB,baseline,9,"gpt-3,qwen,mistral",1,2
232,NB,baseline,9,"gpt-3,qwen,mistral",1,2
233,NB,baseline,9,"gpt-3,qwen,mistral",1,2
234,NB,baseline,9,"gpt-3,qwen,mistral",1,2
235,NB,baseline,9,"gpt-3,qwen,mistral",1,2
236,NB,baseline,9,"gpt-3,qwen,mistral",1,2
237,NB,baseline,9,"gpt-3,qwen,mistral",1,2
238,NB,baseline,9,"gpt-3,qwen,mistral",1,2
239,NB,baseline,9,"gpt-3,qwen,mistral",1,2
240,NB,baseline,9,"gpt-3,qwen,mistral",1,2
241,NB,baseline,9,"gpt-3,qwen,mistral",1,2
242,NB,baseline,9,"gpt-3,qwen,mistral",1,2
243,NB,baseline,9,"gpt-3,qwen,mistral",1,2
244,NB,baseline,9,"gpt-3,qwen,mistral",1,2
245,NB,baseline,9,"gpt-3,qwen,mistral",1,2
246,NB,baseline,9,"gpt-3,qwen,mistral",1,2
247,NB,baseline,9,"gpt-3,qwen,mistral",1,2
248,NB,baseline,9,"gpt-3,qwen,mistral",1,2
249,NB,baseline,9,"gpt-3,qwen,mistral",1,2
250,NB,baseline,9,"gpt-3,qwen,mistral",1,2
251,NB,baseline,9,"gpt-3,qwen,mistral",1,2
252,NB,baseline,9,"gpt-3,qwen,mistral",1,2
253,NB,baseline,9,"gpt-3,qwen,mistral",1,2
254,NB,baseline,9,"gpt-3,qwen,mistral",1,2
255,NB,baseline,9,"gpt-3,qwen,mistral",1,2
256,NB,baseline,9,"gpt-3,qwen,mistral",1,2
257,NB,baseline,9,"gpt-3,qwen,mistral",1,2
258,NB,baseline,9,"gpt-3,qwen,mistral",1,2
259,NB,baseline,9,"gpt-3,qwen,mistral",1,2
260,NB,baseline,9,"gpt-3,qwen,mistral",1,2
261,NB,baseline,9,"gpt-3,qwen,mistral",1,2
262,NB,baseline,9,"gpt-3,qwen,mistral",1,2
263,NB,baseline,9,"gpt-3,qwen,mistral",1,2
264,NB,baseline,9,"gpt-3,qwen,mistral",1,2
265,NB,baseline,9,"gpt-3,qwen,mistral",1,2
266,NB,baseline,9,"gpt-3,qwen,mistral",1,2
267,NB,baseline,9,"gpt-3,qwen,mistral",1,2
268,NB,baseline,9,"gpt-3,qwen,mistral",1,2
269,NB,baseline,9,"gpt-3,qwen,mistral",1,2
270,NB,baseline,9,"gpt-3,qwen,mistral",1,2
271,NB,baseline,9,"gpt-3,qwen,mistral",1,2
272,NB,baseline,9,"gpt-3,qwen,mistral",1,2
273,NB,baseline,9,"gpt-3,qwen,mistral",1,2
274,NB,baseline,9,"gpt-3,qwen,mistral",1,2
275,NB,baseline,9,"gpt-3,qwen,mistral",1,2
276,NB,baseline,9,"gpt-3,qwen,mistral",1,2
277,NB,baseline,9,"gpt-3,qwen,mistral",1,2
278,NB,baseline,9,"gpt-3,qwen,mistral",1,2
279,NB,baseline,9,"gpt-3,qwen,mistral",1,2
280,NB,baseline,9,"gpt-3,qwen,mistral",1,2
281,NB,baseline,9,"gpt-3,qwen,mistral",1,2
282,NB,baseline,9,"gpt-3,qwen,mistral",1,2
283,NB,baseline,9,"gpt-3,qwen,mistral",1,2
284,NB,baseline,9,"gpt-3,qwen,mistral",1,2
285,NB,baseline,9,"gpt-3,qwen,mistral",1,2
286,NB,baseline,9,"gpt-3,qwen,mistral",1,2
287,NB,baseline,9,"gpt-3,qwen,mistral",1,2
288,NB,baseline,9,"gpt-3,qwen,mistral",1,2
289,NB,baseline,9,"gpt-3,qwen,mistral",1,2
290,NB,baseline,9,"gpt-3,qwen,mistral",1,2
291,NB,baseline,9,"gpt-3,qwen,mistral",1,2
292,NB,baseline,9,"gpt-3,qwen,mistral",1,2
293,NB,baseline,9,"gpt-3,qwen,mistral",1,2
294,NB,baseline,9,"gpt-3,qwen,mistral",1,2
295,NB,baseline,9,"gpt-3,qwen,mistral",1,2
296,NB,baseline,9,"gpt-3,qwen,mistral",1,2
297,NB,baseline,9,"gpt-3,qwen,mistral",1,2
298,NB,baseline,9,"gpt-3,qwen,mistral",1,2
299,NB,baseline,9,"gpt-3,qwen,mistral",1,2
300,NB,baseline,9,"gpt-3,qwen,mistral",1,2
301,NB,baseline,9,"gpt-3,qwen,mistral",1,2
302,NB,baseline,9,"gpt-3,qwen,mistral",1,2
303,NB,baseline,9,"gpt-3,qwen,mistral",1,2
304,NB,baseline,9,"gpt-3,qwen,mistral",1,2
305,NB,baseline,9,"gpt-3,qwen,mistral",1,2
306,NB,baseline,9,"gpt-3,qwen,mistral",1,2
307,NB,baseline,9,"gpt-3,qwen,mistral",1,2
308,NB,baseline,9,"gpt-3,qwen,mistral",1,2
309,NB,baseline,9,"gpt-3,qwen,mistral",1,2
310,NB,baseline,9,"gpt-3,qwen,mistral",1,2
311,NB,baseline,9,"gpt-3,qwen,mistral",1,2
312,NB,baseline,9,"gpt-3,qwen,mistral",1,2
313,NB,baseline,9,"gpt-3,qwen,mistral",1,2
314,NB,baseline,9,"gpt-3,qwen,mistral",1,2
315,NB,baseline,9,"gpt-3,qwen,mistral",1,2
316,NB,baseline,9,"gpt-3,qwen,mistral",1,2
317,NB,baseline,9,"gpt-3,qwen,mistral",1,2
318,NB,baseline,9,"gpt-3,qwen,mistral",1,2
319,NB,baseline,9,"gpt-3,qwen,mistral",1,2
320,NB,baseline,9,"gpt-3,qwen,mistral",1,2
321,NB,baseline,9,"gpt-3,qwen,mistral",1,2
322,NB,baseline,9,"gpt-3,qwen,mistral",1,2
323,NB,baseline,9,"gpt-3,qwen,mistral",1,2
324,NB,baseline,9,"gpt-3,qwen,mistral",1,2
325,NB,baseline,9,"gpt-3,qwen,mistral",1,2
326,NB,baseline,9,"gpt-3,qwen,mistral",1,2
327,NB,baseline,9,"gpt-3,qwen,mistral",1,2
328,NB,baseline,9,"gpt-3,qwen,mistral",1,2
329,NB,baseline,9,"gpt-3,qwen,mistral",1,2
330,NB,baseline,9,"gpt-3,qwen,mistral",1,2
331,NB,baseline,9,"gpt-3,qwen,mistral",1,2
332,NB,baseline,9,"gpt-3,qwen,mistral",1,2
333,NB,baseline,9,"gpt-3,qwen,mistral",1,2
334,NB,baseline,9,"gpt-3,qwen,mistral",1,2
335,NB,baseline,9,"gpt-3,qwen,mistral",1,2
336,NB,baseline,9,"gpt-3,qwen,mistral",1,2
337,NB,baseline,9,"gpt-3,qwen,mistral",1,2
338,NB,baseline,9,"gpt-3,qwen,mistral",1,2
339,NB,baseline,9,"gpt-3,qwen,mistral",1,2
340,NB,baseline,9,"gpt-3,qwen,mistral",1,2
341,NB,baseline,9,"gpt-3,qwen,mistral",1,2
342,NB,baseline,9,"gpt-3,qwen,mistral",1,2
343,NB,baseline,9,"gpt-3,qwen,mistral",1,2
344,NB,baseline,9,"gpt-3,qwen,mistral",1,2
345,NB,baseline,9,"gpt-3,qwen,mistral",1,2
346,NB,baseline,9,"gpt-3,qwen,mistral",1,2
347,NB,baseline,9,"gpt-3,qwen,mistral",1,2
348,NB,baseline,9,"gpt-3,qwen,mistral",1,2
349,NB,baseline,9,"gpt-3,qwen,mistral",1,2
350,NB,baseline,9,"gpt-3,qwen,mistral",1,2
351,NB,baseline,9,"gpt-3,qwen,mistral",1,2
352,NB,baseline,9,"gpt-3,qwen,mistral",1,2
353,NB,baseline,9,"gpt-3,qwen,mistral",1,2
354,NB,baseline,9,"gpt-3,qwen,mistral",1,2
355,NB,baseline,9,"gpt-3,qwen,mistral",1,2
356,NB,baseline,9,"gpt-3,qwen,mistral",1,2
357,NB,baseline,9,"gpt-3,qwen,mistral",1,2
358,NB,baseline,9,"gpt-3,qwen,mistral",1,2
359,NB,baseline,9,"gpt-3,qwen,mistral",1,2
360,NB,baseline,9,"gpt-3,qwen,mistral",1,2
361,NB,baseline,9,"gpt-3,qwen,mistral",2,1
362,NB,baseline,9,"gpt-3,qwen,mistral",1,2
363,NB,baseline,9,"gpt-3,qwen,mistral",1,2
364,NB,baseline,9,"gpt-3,qwen,mistral",1,2
365,NB,baseline,9,"gpt-3,qwen,mistral",1,2
366,NB,baseline,9,"gpt-3,qwen,mistral",1,2
367,NB,baseline,9,"gpt-3,qwen,mistral",1,2
368,NB,baseline,9,"gpt-3,qwen,mistral",1,2
369,NB,baseline,9,"gpt-3,qwen,mistral",1,2
370,NB,baseline,9,"gpt-3,qwen,mistral",1,2
371,NB,baseline,9,"gpt-3,qwen,mistral",1,2
372,NB,baseline,9,"gpt-3,qwen,mistral",1,2
373,NB,baseline,9,"gpt-3,qwen,mistral",1,2
374,NB,baseline,9,"gpt-3,qwen,mistral",1,2
375,NB,baseline,9,"gpt-3,qwen,mistral",1,2
376,NB,baseline,9,"gpt-3,qwen,mistral",1,2
377,NB,baseline,9,"gpt-3,qwen,mistral",1,2
378,NB,baseline,9,"gpt-3,qwen,mistral",1,2
379,NB,baseline,9,"gpt-3,qwen,mistral",1,2
380,NB,baseline,9,"gpt-3,qwen,mistral",1,2
381,NB,baseline,9,"gpt-3,qwen,mistral",1,2
382,NB,baseline,9,"gpt-3,qwen,mistral",1,2
383,NB,baseline,9,"gpt-3,qwen,mistral",1,2
384,NB,baseline,9,"gpt-3,qwen,mistral",1,2
385,NB,baseline,9,"gpt-3,qwen,mistral",1,2
386,NB,baseline,9,"gpt-3,qwen,mistral",1,2
387,NB,baseline,9,"gpt-3,qwen,mistral",1,2
388,NB,baseline,9,"gpt-3,qwen,mistral",1,2
389,NB,baseline,9,"gpt-3,qwen,mistral",1,2
390,NB,baseline,9,"gpt-3,qwen,mistral",1,2
