pair_idx,bias,prompt,ari,panel,Rank_ARI_9,Rank_Wrong_Answer_ARI_9
34,PB,baseline,9,"gpt-3,qwen,mistral",2,1
35,PB,baseline,9,"gpt-3,qwen,mistral",2,1
36,PB,baseline,9,"gpt-3,qwen,mistral",2,1
37,PB,baseline,9,"gpt-3,qwen,mistral",2,1
38,PB,baseline,9,"gpt-3,qwen,mistral",2,1
39,PB,baseline,9,"gpt-3,qwen,mistral",1,2
40,PB,baseline,9,"gpt-3,qwen,mistral",2,1
41,PB,baseline,9,"gpt-3,qwen,mistral",2,1
42,PB,baseline,9,"gpt-3,qwen,mistral",1,2
43,PB,baseline,9,"gpt-3,qwen,mistral",2,1
44,PB,baseline,9,"gpt-3,qwen,mistral",2,1
45,PB,baseline,9,"gpt-3,qwen,mistral",2,1
46,PB,baseline,9,"gpt-3,qwen,mistral",2,1
47,PB,baseline,9,"gpt-3,qwen,mistral",2,1
48,PB,baseline,9,"gpt-3,qwen,mistral",2,1
49,PB,baseline,9,"gpt-3,qwen,mistral",2,1
50,PB,baseline,9,"gpt-3,qwen,mistral",2,1
51,PB,baseline,9,"gpt-3,qwen,mistral",2,1
52,PB,baseline,9,"gpt-3,qwen,mistral",2,1
53,PB,baseline,9,"gpt-3,qwen,mistral",2,1
54,PB,baseline,9,"gpt-3,qwen,mistral",1,2
55,PB,baseline,9,"gpt-3,qwen,mistral",2,1
56,PB,baseline,9,"gpt-3,qwen,mistral",2,1
57,PB,baseline,9,"gpt-3,qwen,mistral",2,1
58,PB,baseline,9,"gpt-3,qwen,mistral",2,1
59,PB,baseline,9,"gpt-3,qwen,mistral",2,1
60,PB,baseline,9,"gpt-3,qwen,mistral",2,1
61,PB,baseline,9,"gpt-3,qwen,mistral",2,1
62,PB,baseline,9,"gpt-3,qwen,mistral",2,1
63,PB,baseline,9,"gpt-3,qwen,mistral",2,1
64,PB,baseline,9,"gpt-3,qwen,mistral",1,2
65,PB,baseline,9,"gpt-3,qwen,mistral",2,1
66,PB,baseline,9,"gpt-3,qwen,mistral",2,1
67,PB,baseline,9,"gpt-3,qwen,mistral",2,1
68,PB,baseline,9,"gpt-3,qwen,mistral",2,1
69,PB,baseline,9,"gpt-3,qwen,mistral",2,1
70,PB,baseline,9,"gpt-3,qwen,mistral",2,1
71,PB,baseline,9,"gpt-3,qwen,mistral",2,1
72,PB,baseline,9,"gpt-3,qwen,mistral",2,1
73,PB,baseline,9,"gpt-3,qwen,mistral",1,2
74,PB,baseline,9,"gpt-3,qwen,mistral",2,1
75,PB,baseline,9,"gpt-3,qwen,mistral",2,1
76,PB,baseline,9,"gpt-3,qwen,mistral",2,1
77,PB,baseline,9,"gpt-3,qwen,mistral",2,1
78,PB,baseline,9,"gpt-3,qwen,mistral",2,1
79,PB,baseline,9,"gpt-3,qwen,mistral",2,1
80,PB,baseline,9,"gpt-3,qwen,mistral",2,1
81,PB,baseline,9,"gpt-3,qwen,mistral",2,1
82,PB,baseline,9,"gpt-3,qwen,mistral",2,1
83,PB,baseline,9,"gpt-3,qwen,mistral",2,1
84,PB,baseline,9,"gpt-3,qwen,mistral",2,1
85,PB,baseline,9,"gpt-3,qwen,mistral",2,1
86,PB,baseline,9,"gpt-3,qwen,mistral",1,2
87,PB,baseline,9,"gpt-3,qwen,mistral",2,1
88,PB,baseline,9,"gpt-3,qwen,mistral",2,1
89,PB,baseline,9,"gpt-3,qwen,mistral",2,1
90,PB,baseline,9,"gpt-3,qwen,mistral",2,1
91,PB,baseline,9,"gpt-3,qwen,mistral",1,2
92,PB,baseline,9,"gpt-3,qwen,mistral",2,1
93,PB,baseline,9,"gpt-3,qwen,mistral",2,1
94,PB,baseline,9,"gpt-3,qwen,mistral",2,1
95,PB,baseline,9,"gpt-3,qwen,mistral",2,1
96,PB,baseline,9,"gpt-3,qwen,mistral",2,1
97,PB,baseline,9,"gpt-3,qwen,mistral",2,1
98,PB,baseline,9,"gpt-3,qwen,mistral",2,1
99,PB,baseline,9,"gpt-3,qwen,mistral",2,1
100,PB,baseline,9,"gpt-3,qwen,mistral",2,1
101,PB,baseline,9,"gpt-3,qwen,mistral",2,1
102,PB,baseline,9,"gpt-3,qwen,mistral",2,1
103,PB,baseline,9,"gpt-3,qwen,mistral",1,2
104,PB,baseline,9,"gpt-3,qwen,mistral",2,1
105,PB,baseline,9,"gpt-3,qwen,mistral",2,1
106,PB,baseline,9,"gpt-3,qwen,mistral",2,1
107,PB,baseline,9,"gpt-3,qwen,mistral",2,1
108,PB,baseline,9,"gpt-3,qwen,mistral",2,1
109,PB,baseline,9,"gpt-3,qwen,mistral",2,1
110,PB,baseline,9,"gpt-3,qwen,mistral",2,1
111,PB,baseline,9,"gpt-3,qwen,mistral",2,1
112,PB,baseline,9,"gpt-3,qwen,mistral",2,1
113,PB,baseline,9,"gpt-3,qwen,mistral",2,1
114,PB,baseline,9,"gpt-3,qwen,mistral",2,1
115,PB,baseline,9,"gpt-3,qwen,mistral",2,1
116,PB,baseline,9,"gpt-3,qwen,mistral",2,1
117,PB,baseline,9,"gpt-3,qwen,mistral",2,1
118,PB,baseline,9,"gpt-3,qwen,mistral",1,2
119,PB,baseline,9,"gpt-3,qwen,mistral",2,1
120,PB,baseline,9,"gpt-3,qwen,mistral",2,1
121,PB,baseline,9,"gpt-3,qwen,mistral",2,1
122,PB,baseline,9,"gpt-3,qwen,mistral",2,1
123,PB,baseline,9,"gpt-3,qwen,mistral",2,1
124,PB,baseline,9,"gpt-3,qwen,mistral",2,1
125,PB,baseline,9,"gpt-3,qwen,mistral",2,1
126,PB,baseline,9,"gpt-3,qwen,mistral",2,1
127,PB,baseline,9,"gpt-3,qwen,mistral",2,1
128,PB,baseline,9,"gpt-3,qwen,mistral",2,1
129,PB,baseline,9,"gpt-3,qwen,mistral",2,1
130,PB,baseline,9,"gpt-3,qwen,mistral",2,1
131,PB,baseline,9,"gpt-3,qwen,mistral",2,1
132,PB,baseline,9,"gpt-3,qwen,mistral",2,1
133,PB,baseline,9,"gpt-3,qwen,mistral",2,1
134,PB,baseline,9,"gpt-3,qwen,mistral",2,1
135,PB,baseline,9,"gpt-3,qwen,mistral",1,2
136,PB,baseline,9,"gpt-3,qwen,mistral",2,1
137,PB,baseline,9,"gpt-3,qwen,mistral",2,1
138,PB,baseline,9,"gpt-3,qwen,mistral",2,1
139,PB,baseline,9,"gpt-3,qwen,mistral",2,1
140,PB,baseline,9,"gpt-3,qwen,mistral",2,1
141,PB,baseline,9,"gpt-3,qwen,mistral",2,1
142,PB,baseline,9,"gpt-3,qwen,mistral",2,1
143,PB,baseline,9,"gpt-3,qwen,mistral",2,1
144,PB,baseline,9,"gpt-3,qwen,mistral",2,1
145,PB,baseline,9,"gpt-3,qwen,mistral",1,2
146,PB,baseline,9,"gpt-3,qwen,mistral",2,1
147,PB,baseline,9,"gpt-3,qwen,mistral",2,1
148,PB,baseline,9,"gpt-3,qwen,mistral",2,1
149,PB,baseline,9,"gpt-3,qwen,mistral",2,1
150,PB,baseline,9,"gpt-3,qwen,mistral",2,1
151,PB,baseline,9,"gpt-3,qwen,mistral",1,2
152,PB,baseline,9,"gpt-3,qwen,mistral",2,1
153,PB,baseline,9,"gpt-3,qwen,mistral",2,1
154,PB,baseline,9,"gpt-3,qwen,mistral",2,1
155,PB,baseline,9,"gpt-3,qwen,mistral",2,1
156,PB,baseline,9,"gpt-3,qwen,mistral",2,1
157,PB,baseline,9,"gpt-3,qwen,mistral",1,2
158,PB,baseline,9,"gpt-3,qwen,mistral",2,1
159,PB,baseline,9,"gpt-3,qwen,mistral",2,1
160,PB,baseline,9,"gpt-3,qwen,mistral",2,1
161,PB,baseline,9,"gpt-3,qwen,mistral",2,1
162,PB,baseline,9,"gpt-3,qwen,mistral",2,1
163,PB,baseline,9,"gpt-3,qwen,mistral",2,1
164,PB,baseline,9,"gpt-3,qwen,mistral",2,1
165,PB,baseline,9,"gpt-3,qwen,mistral",2,1
166,PB,baseline,9,"gpt-3,qwen,mistral",2,1
167,PB,baseline,9,"gpt-3,qwen,mistral",1,2
168,PB,baseline,9,"gpt-3,qwen,mistral",1,2
169,PB,baseline,9,"gpt-3,qwen,mistral",2,1
170,PB,baseline,9,"gpt-3,qwen,mistral",2,1
171,PB,baseline,9,"gpt-3,qwen,mistral",2,1
172,PB,baseline,9,"gpt-3,qwen,mistral",2,1
173,PB,baseline,9,"gpt-3,qwen,mistral",2,1
174,PB,baseline,9,"gpt-3,qwen,mistral",2,1
175,PB,baseline,9,"gpt-3,qwen,mistral",2,1
176,PB,baseline,9,"gpt-3,qwen,mistral",2,1
177,PB,baseline,9,"gpt-3,qwen,mistral",2,1
178,PB,baseline,9,"gpt-3,qwen,mistral",2,1
179,PB,baseline,9,"gpt-3,qwen,mistral",2,1
180,PB,baseline,9,"gpt-3,qwen,mistral",2,1
181,PB,baseline,9,"gpt-3,qwen,mistral",2,1
182,PB,baseline,9,"gpt-3,qwen,mistral",2,1
183,PB,baseline,9,"gpt-3,qwen,mistral",2,1
184,PB,baseline,9,"gpt-3,qwen,mistral",2,1
185,PB,baseline,9,"gpt-3,qwen,mistral",2,1
186,PB,baseline,9,"gpt-3,qwen,mistral",2,1
187,PB,baseline,9,"gpt-3,qwen,mistral",2,1
188,PB,baseline,9,"gpt-3,qwen,mistral",2,1
189,PB,baseline,9,"gpt-3,qwen,mistral",1,2
190,PB,baseline,9,"gpt-3,qwen,mistral",2,1
191,PB,baseline,9,"gpt-3,qwen,mistral",1,2
192,PB,baseline,9,"gpt-3,qwen,mistral",1,2
193,PB,baseline,9,"gpt-3,qwen,mistral",1,2
194,PB,baseline,9,"gpt-3,qwen,mistral",2,1
195,PB,baseline,9,"gpt-3,qwen,mistral",2,1
196,PB,baseline,9,"gpt-3,qwen,mistral",2,1
197,PB,baseline,9,"gpt-3,qwen,mistral",2,1
198,PB,baseline,9,"gpt-3,qwen,mistral",2,1
199,PB,baseline,9,"gpt-3,qwen,mistral",2,1
200,PB,baseline,9,"gpt-3,qwen,mistral",2,1
201,PB,baseline,9,"gpt-3,qwen,mistral",2,1
202,PB,baseline,9,"gpt-3,qwen,mistral",2,1
203,PB,baseline,9,"gpt-3,qwen,mistral",2,1
204,PB,baseline,9,"gpt-3,qwen,mistral",2,1
205,PB,baseline,9,"gpt-3,qwen,mistral",2,1
206,PB,baseline,9,"gpt-3,qwen,mistral",2,1
207,PB,baseline,9,"gpt-3,qwen,mistral",2,1
208,PB,baseline,9,"gpt-3,qwen,mistral",2,1
209,PB,baseline,9,"gpt-3,qwen,mistral",2,1
210,PB,baseline,9,"gpt-3,qwen,mistral",2,1
211,PB,baseline,9,"gpt-3,qwen,mistral",1,2
212,PB,baseline,9,"gpt-3,qwen,mistral",2,1
213,PB,baseline,9,"gpt-3,qwen,mistral",2,1
214,PB,baseline,9,"gpt-3,qwen,mistral",2,1
215,PB,baseline,9,"gpt-3,qwen,mistral",1,2
216,PB,baseline,9,"gpt-3,qwen,mistral",2,1
217,PB,baseline,9,"gpt-3,qwen,mistral",2,1
218,PB,baseline,9,"gpt-3,qwen,mistral",2,1
219,PB,baseline,9,"gpt-3,qwen,mistral",2,1
220,PB,baseline,9,"gpt-3,qwen,mistral",2,1
221,PB,baseline,9,"gpt-3,qwen,mistral",2,1
222,PB,baseline,9,"gpt-3,qwen,mistral",1,2
223,PB,baseline,9,"gpt-3,qwen,mistral",2,1
224,PB,baseline,9,"gpt-3,qwen,mistral",2,1
225,PB,baseline,9,"gpt-3,qwen,mistral",2,1
226,PB,baseline,9,"gpt-3,qwen,mistral",2,1
227,PB,baseline,9,"gpt-3,qwen,mistral",2,1
228,PB,baseline,9,"gpt-3,qwen,mistral",2,1
229,PB,baseline,9,"gpt-3,qwen,mistral",2,1
230,PB,baseline,9,"gpt-3,qwen,mistral",2,1
231,PB,baseline,9,"gpt-3,qwen,mistral",2,1
232,PB,baseline,9,"gpt-3,qwen,mistral",2,1
233,PB,baseline,9,"gpt-3,qwen,mistral",1,2
234,PB,baseline,9,"gpt-3,qwen,mistral",2,1
235,PB,baseline,9,"gpt-3,qwen,mistral",2,1
236,PB,baseline,9,"gpt-3,qwen,mistral",2,1
237,PB,baseline,9,"gpt-3,qwen,mistral",2,1
238,PB,baseline,9,"gpt-3,qwen,mistral",2,1
239,PB,baseline,9,"gpt-3,qwen,mistral",2,1
240,PB,baseline,9,"gpt-3,qwen,mistral",2,1
241,PB,baseline,9,"gpt-3,qwen,mistral",2,1
242,PB,baseline,9,"gpt-3,qwen,mistral",2,1
243,PB,baseline,9,"gpt-3,qwen,mistral",2,1
244,PB,baseline,9,"gpt-3,qwen,mistral",2,1
245,PB,baseline,9,"gpt-3,qwen,mistral",2,1
246,PB,baseline,9,"gpt-3,qwen,mistral",2,1
247,PB,baseline,9,"gpt-3,qwen,mistral",2,1
248,PB,baseline,9,"gpt-3,qwen,mistral",2,1
249,PB,baseline,9,"gpt-3,qwen,mistral",1,2
250,PB,baseline,9,"gpt-3,qwen,mistral",2,1
251,PB,baseline,9,"gpt-3,qwen,mistral",2,1
252,PB,baseline,9,"gpt-3,qwen,mistral",2,1
253,PB,baseline,9,"gpt-3,qwen,mistral",2,1
254,PB,baseline,9,"gpt-3,qwen,mistral",2,1
255,PB,baseline,9,"gpt-3,qwen,mistral",2,1
256,PB,baseline,9,"gpt-3,qwen,mistral",2,1
257,PB,baseline,9,"gpt-3,qwen,mistral",2,1
258,PB,baseline,9,"gpt-3,qwen,mistral",2,1
259,PB,baseline,9,"gpt-3,qwen,mistral",2,1
260,PB,baseline,9,"gpt-3,qwen,mistral",2,1
261,PB,baseline,9,"gpt-3,qwen,mistral",2,1
262,PB,baseline,9,"gpt-3,qwen,mistral",2,1
263,PB,baseline,9,"gpt-3,qwen,mistral",2,1
264,PB,baseline,9,"gpt-3,qwen,mistral",2,1
265,PB,baseline,9,"gpt-3,qwen,mistral",2,1
266,PB,baseline,9,"gpt-3,qwen,mistral",2,1
267,PB,baseline,9,"gpt-3,qwen,mistral",2,1
268,PB,baseline,9,"gpt-3,qwen,mistral",2,1
269,PB,baseline,9,"gpt-3,qwen,mistral",2,1
270,PB,baseline,9,"gpt-3,qwen,mistral",2,1
271,PB,baseline,9,"gpt-3,qwen,mistral",2,1
272,PB,baseline,9,"gpt-3,qwen,mistral",2,1
273,PB,baseline,9,"gpt-3,qwen,mistral",2,1
274,PB,baseline,9,"gpt-3,qwen,mistral",2,1
275,PB,baseline,9,"gpt-3,qwen,mistral",2,1
276,PB,baseline,9,"gpt-3,qwen,mistral",2,1
277,PB,baseline,9,"gpt-3,qwen,mistral",2,1
278,PB,baseline,9,"gpt-3,qwen,mistral",2,1
279,PB,baseline,9,"gpt-3,qwen,mistral",2,1
280,PB,baseline,9,"gpt-3,qwen,mistral",2,1
281,PB,baseline,9,"gpt-3,qwen,mistral",1,2
282,PB,baseline,9,"gpt-3,qwen,mistral",2,1
283,PB,baseline,9,"gpt-3,qwen,mistral",2,1
284,PB,baseline,9,"gpt-3,qwen,mistral",2,1
285,PB,baseline,9,"gpt-3,qwen,mistral",1,2
286,PB,baseline,9,"gpt-3,qwen,mistral",2,1
287,PB,baseline,9,"gpt-3,qwen,mistral",2,1
288,PB,baseline,9,"gpt-3,qwen,mistral",2,1
289,PB,baseline,9,"gpt-3,qwen,mistral",2,1
290,PB,baseline,9,"gpt-3,qwen,mistral",2,1
291,PB,baseline,9,"gpt-3,qwen,mistral",2,1
292,PB,baseline,9,"gpt-3,qwen,mistral",2,1
293,PB,baseline,9,"gpt-3,qwen,mistral",2,1
294,PB,baseline,9,"gpt-3,qwen,mistral",2,1
295,PB,baseline,9,"gpt-3,qwen,mistral",2,1
296,PB,baseline,9,"gpt-3,qwen,mistral",2,1
297,PB,baseline,9,"gpt-3,qwen,mistral",2,1
298,PB,baseline,9,"gpt-3,qwen,mistral",2,1
299,PB,baseline,9,"gpt-3,qwen,mistral",2,1
300,PB,baseline,9,"gpt-3,qwen,mistral",2,1
301,PB,baseline,9,"gpt-3,qwen,mistral",2,1
302,PB,baseline,9,"gpt-3,qwen,mistral",2,1
303,PB,baseline,9,"gpt-3,qwen,mistral",2,1
304,PB,baseline,9,"gpt-3,qwen,mistral",2,1
305,PB,baseline,9,"gpt-3,qwen,mistral",2,1
306,PB,baseline,9,"gpt-3,qwen,mistral",2,1
307,PB,baseline,9,"gpt-3,qwen,mistral",2,1
308,PB,baseline,9,"gpt-3,qwen,mistral",2,1
309,PB,baseline,9,"gpt-3,qwen,mistral",1,2
310,PB,baseline,9,"gpt-3,qwen,mistral",2,1
311,PB,baseline,9,"gpt-3,qwen,mistral",2,1
312,PB,baseline,9,"gpt-3,qwen,mistral",2,1
313,PB,baseline,9,"gpt-3,qwen,mistral",2,1
314,PB,baseline,9,"gpt-3,qwen,mistral",2,1
315,PB,baseline,9,"gpt-3,qwen,mistral",2,1
316,PB,baseline,9,"gpt-3,qwen,mistral",2,1
317,PB,baseline,9,"gpt-3,qwen,mistral",2,1
318,PB,baseline,9,"gpt-3,qwen,mistral",2,1
319,PB,baseline,9,"gpt-3,qwen,mistral",2,1
320,PB,baseline,9,"gpt-3,qwen,mistral",1,2
321,PB,baseline,9,"gpt-3,qwen,mistral",2,1
322,PB,baseline,9,"gpt-3,qwen,mistral",2,1
323,PB,baseline,9,"gpt-3,qwen,mistral",2,1
324,PB,baseline,9,"gpt-3,qwen,mistral",2,1
325,PB,baseline,9,"gpt-3,qwen,mistral",2,1
326,PB,baseline,9,"gpt-3,qwen,mistral",2,1
327,PB,baseline,9,"gpt-3,qwen,mistral",2,1
328,PB,baseline,9,"gpt-3,qwen,mistral",2,1
329,PB,baseline,9,"gpt-3,qwen,mistral",2,1
330,PB,baseline,9,"gpt-3,qwen,mistral",2,1
331,PB,baseline,9,"gpt-3,qwen,mistral",2,1
332,PB,baseline,9,"gpt-3,qwen,mistral",2,1
333,PB,baseline,9,"gpt-3,qwen,mistral",2,1
334,PB,baseline,9,"gpt-3,qwen,mistral",2,1
335,PB,baseline,9,"gpt-3,qwen,mistral",2,1
336,PB,baseline,9,"gpt-3,qwen,mistral",2,1
337,PB,baseline,9,"gpt-3,qwen,mistral",2,1
338,PB,baseline,9,"gpt-3,qwen,mistral",2,1
339,PB,baseline,9,"gpt-3,qwen,mistral",2,1
340,PB,baseline,9,"gpt-3,qwen,mistral",2,1
341,PB,baseline,9,"gpt-3,qwen,mistral",2,1
342,PB,baseline,9,"gpt-3,qwen,mistral",2,1
343,PB,baseline,9,"gpt-3,qwen,mistral",2,1
344,PB,baseline,9,"gpt-3,qwen,mistral",2,1
345,PB,baseline,9,"gpt-3,qwen,mistral",2,1
346,PB,baseline,9,"gpt-3,qwen,mistral",1,2
347,PB,baseline,9,"gpt-3,qwen,mistral",2,1
348,PB,baseline,9,"gpt-3,qwen,mistral",1,2
349,PB,baseline,9,"gpt-3,qwen,mistral",2,1
350,PB,baseline,9,"gpt-3,qwen,mistral",2,1
351,PB,baseline,9,"gpt-3,qwen,mistral",2,1
352,PB,baseline,9,"gpt-3,qwen,mistral",2,1
353,PB,baseline,9,"gpt-3,qwen,mistral",2,1
354,PB,baseline,9,"gpt-3,qwen,mistral",2,1
355,PB,baseline,9,"gpt-3,qwen,mistral",2,1
356,PB,baseline,9,"gpt-3,qwen,mistral",2,1
357,PB,baseline,9,"gpt-3,qwen,mistral",2,1
358,PB,baseline,9,"gpt-3,qwen,mistral",2,1
359,PB,baseline,9,"gpt-3,qwen,mistral",2,1
360,PB,baseline,9,"gpt-3,qwen,mistral",2,1
361,PB,baseline,9,"gpt-3,qwen,mistral",2,1
362,PB,baseline,9,"gpt-3,qwen,mistral",2,1
363,PB,baseline,9,"gpt-3,qwen,mistral",2,1
364,PB,baseline,9,"gpt-3,qwen,mistral",2,1
365,PB,baseline,9,"gpt-3,qwen,mistral",2,1
366,PB,baseline,9,"gpt-3,qwen,mistral",2,1
367,PB,baseline,9,"gpt-3,qwen,mistral",2,1
368,PB,baseline,9,"gpt-3,qwen,mistral",2,1
369,PB,baseline,9,"gpt-3,qwen,mistral",2,1
370,PB,baseline,9,"gpt-3,qwen,mistral",2,1
371,PB,baseline,9,"gpt-3,qwen,mistral",2,1
372,PB,baseline,9,"gpt-3,qwen,mistral",2,1
373,PB,baseline,9,"gpt-3,qwen,mistral",2,1
374,PB,baseline,9,"gpt-3,qwen,mistral",2,1
375,PB,baseline,9,"gpt-3,qwen,mistral",2,1
376,PB,baseline,9,"gpt-3,qwen,mistral",2,1
377,PB,baseline,9,"gpt-3,qwen,mistral",2,1
378,PB,baseline,9,"gpt-3,qwen,mistral",2,1
379,PB,baseline,9,"gpt-3,qwen,mistral",2,1
380,PB,baseline,9,"gpt-3,qwen,mistral",2,1
381,PB,baseline,9,"gpt-3,qwen,mistral",2,1
382,PB,baseline,9,"gpt-3,qwen,mistral",2,1
383,PB,baseline,9,"gpt-3,qwen,mistral",2,1
384,PB,baseline,9,"gpt-3,qwen,mistral",2,1
385,PB,baseline,9,"gpt-3,qwen,mistral",2,1
386,PB,baseline,9,"gpt-3,qwen,mistral",2,1
387,PB,baseline,9,"gpt-3,qwen,mistral",2,1
388,PB,baseline,9,"gpt-3,qwen,mistral",2,1
389,PB,baseline,9,"gpt-3,qwen,mistral",1,2
390,PB,baseline,9,"gpt-3,qwen,mistral",2,1
