pair_idx,bias,prompt,ari,panel,Rank_ARI_9,Rank_Wrong_Answer_ARI_9
100,PB,cot,9,"gpt-3,qwen,mistral",1,2
101,PB,cot,9,"gpt-3,qwen,mistral",1,2
102,PB,cot,9,"gpt-3,qwen,mistral",1,2
103,PB,cot,9,"gpt-3,qwen,mistral",1,2
104,PB,cot,9,"gpt-3,qwen,mistral",1,2
105,PB,cot,9,"gpt-3,qwen,mistral",1,2
106,PB,cot,9,"gpt-3,qwen,mistral",1,2
107,PB,cot,9,"gpt-3,qwen,mistral",1,2
108,PB,cot,9,"gpt-3,qwen,mistral",1,2
109,PB,cot,9,"gpt-3,qwen,mistral",1,2
110,PB,cot,9,"gpt-3,qwen,mistral",1,2
111,PB,cot,9,"gpt-3,qwen,mistral",1,2
112,PB,cot,9,"gpt-3,qwen,mistral",1,2
113,PB,cot,9,"gpt-3,qwen,mistral",1,2
114,PB,cot,9,"gpt-3,qwen,mistral",1,2
115,PB,cot,9,"gpt-3,qwen,mistral",1,2
116,PB,cot,9,"gpt-3,qwen,mistral",1,2
117,PB,cot,9,"gpt-3,qwen,mistral",1,2
118,PB,cot,9,"gpt-3,qwen,mistral",1,2
119,PB,cot,9,"gpt-3,qwen,mistral",1,2
120,PB,cot,9,"gpt-3,qwen,mistral",1,2
121,PB,cot,9,"gpt-3,qwen,mistral",1,2
122,PB,cot,9,"gpt-3,qwen,mistral",1,2
123,PB,cot,9,"gpt-3,qwen,mistral",1,2
124,PB,cot,9,"gpt-3,qwen,mistral",1,2
125,PB,cot,9,"gpt-3,qwen,mistral",1,2
126,PB,cot,9,"gpt-3,qwen,mistral",1,2
127,PB,cot,9,"gpt-3,qwen,mistral",1,2
128,PB,cot,9,"gpt-3,qwen,mistral",1,2
129,PB,cot,9,"gpt-3,qwen,mistral",1,2
130,PB,cot,9,"gpt-3,qwen,mistral",1,2
131,PB,cot,9,"gpt-3,qwen,mistral",1,2
132,PB,cot,9,"gpt-3,qwen,mistral",1,2
133,PB,cot,9,"gpt-3,qwen,mistral",1,2
134,PB,cot,9,"gpt-3,qwen,mistral",1,2
135,PB,cot,9,"gpt-3,qwen,mistral",1,2
136,PB,cot,9,"gpt-3,qwen,mistral",1,2
137,PB,cot,9,"gpt-3,qwen,mistral",1,2
138,PB,cot,9,"gpt-3,qwen,mistral",1,2
139,PB,cot,9,"gpt-3,qwen,mistral",1,2
140,PB,cot,9,"gpt-3,qwen,mistral",1,2
141,PB,cot,9,"gpt-3,qwen,mistral",1,2
142,PB,cot,9,"gpt-3,qwen,mistral",1,2
143,PB,cot,9,"gpt-3,qwen,mistral",1,2
144,PB,cot,9,"gpt-3,qwen,mistral",1,2
145,PB,cot,9,"gpt-3,qwen,mistral",1,2
146,PB,cot,9,"gpt-3,qwen,mistral",1,2
147,PB,cot,9,"gpt-3,qwen,mistral",1,2
148,PB,cot,9,"gpt-3,qwen,mistral",1,2
149,PB,cot,9,"gpt-3,qwen,mistral",1,2
150,PB,cot,9,"gpt-3,qwen,mistral",1,2
151,PB,cot,9,"gpt-3,qwen,mistral",1,2
152,PB,cot,9,"gpt-3,qwen,mistral",1,2
153,PB,cot,9,"gpt-3,qwen,mistral",1,2
154,PB,cot,9,"gpt-3,qwen,mistral",1,2
155,PB,cot,9,"gpt-3,qwen,mistral",1,2
156,PB,cot,9,"gpt-3,qwen,mistral",1,2
157,PB,cot,9,"gpt-3,qwen,mistral",1,2
158,PB,cot,9,"gpt-3,qwen,mistral",1,2
159,PB,cot,9,"gpt-3,qwen,mistral",1,2
160,PB,cot,9,"gpt-3,qwen,mistral",1,2
161,PB,cot,9,"gpt-3,qwen,mistral",1,2
162,PB,cot,9,"gpt-3,qwen,mistral",1,2
163,PB,cot,9,"gpt-3,qwen,mistral",1,2
164,PB,cot,9,"gpt-3,qwen,mistral",1,2
165,PB,cot,9,"gpt-3,qwen,mistral",1,2
166,PB,cot,9,"gpt-3,qwen,mistral",1,2
167,PB,cot,9,"gpt-3,qwen,mistral",1,2
168,PB,cot,9,"gpt-3,qwen,mistral",1,2
169,PB,cot,9,"gpt-3,qwen,mistral",1,2
170,PB,cot,9,"gpt-3,qwen,mistral",1,2
171,PB,cot,9,"gpt-3,qwen,mistral",1,2
172,PB,cot,9,"gpt-3,qwen,mistral",1,2
173,PB,cot,9,"gpt-3,qwen,mistral",1,2
174,PB,cot,9,"gpt-3,qwen,mistral",1,2
175,PB,cot,9,"gpt-3,qwen,mistral",1,2
176,PB,cot,9,"gpt-3,qwen,mistral",1,2
177,PB,cot,9,"gpt-3,qwen,mistral",1,2
178,PB,cot,9,"gpt-3,qwen,mistral",1,2
179,PB,cot,9,"gpt-3,qwen,mistral",1,2
180,PB,cot,9,"gpt-3,qwen,mistral",1,2
181,PB,cot,9,"gpt-3,qwen,mistral",1,2
182,PB,cot,9,"gpt-3,qwen,mistral",1,2
183,PB,cot,9,"gpt-3,qwen,mistral",1,2
184,PB,cot,9,"gpt-3,qwen,mistral",1,2
185,PB,cot,9,"gpt-3,qwen,mistral",1,2
186,PB,cot,9,"gpt-3,qwen,mistral",1,2
187,PB,cot,9,"gpt-3,qwen,mistral",1,2
188,PB,cot,9,"gpt-3,qwen,mistral",1,2
189,PB,cot,9,"gpt-3,qwen,mistral",1,2
190,PB,cot,9,"gpt-3,qwen,mistral",1,2
191,PB,cot,9,"gpt-3,qwen,mistral",1,2
192,PB,cot,9,"gpt-3,qwen,mistral",1,2
193,PB,cot,9,"gpt-3,qwen,mistral",1,2
194,PB,cot,9,"gpt-3,qwen,mistral",1,2
195,PB,cot,9,"gpt-3,qwen,mistral",1,2
196,PB,cot,9,"gpt-3,qwen,mistral",1,2
197,PB,cot,9,"gpt-3,qwen,mistral",1,2
198,PB,cot,9,"gpt-3,qwen,mistral",1,2
199,PB,cot,9,"gpt-3,qwen,mistral",1,2
200,PB,cot,9,"gpt-3,qwen,mistral",1,2
201,PB,cot,9,"gpt-3,qwen,mistral",1,2
202,PB,cot,9,"gpt-3,qwen,mistral",1,2
203,PB,cot,9,"gpt-3,qwen,mistral",1,2
204,PB,cot,9,"gpt-3,qwen,mistral",1,2
205,PB,cot,9,"gpt-3,qwen,mistral",1,2
206,PB,cot,9,"gpt-3,qwen,mistral",1,2
207,PB,cot,9,"gpt-3,qwen,mistral",1,2
208,PB,cot,9,"gpt-3,qwen,mistral",1,2
209,PB,cot,9,"gpt-3,qwen,mistral",1,2
210,PB,cot,9,"gpt-3,qwen,mistral",1,2
211,PB,cot,9,"gpt-3,qwen,mistral",1,2
212,PB,cot,9,"gpt-3,qwen,mistral",1,2
213,PB,cot,9,"gpt-3,qwen,mistral",1,2
214,PB,cot,9,"gpt-3,qwen,mistral",1,2
215,PB,cot,9,"gpt-3,qwen,mistral",1,2
216,PB,cot,9,"gpt-3,qwen,mistral",1,2
217,PB,cot,9,"gpt-3,qwen,mistral",1,2
218,PB,cot,9,"gpt-3,qwen,mistral",1,2
219,PB,cot,9,"gpt-3,qwen,mistral",1,2
220,PB,cot,9,"gpt-3,qwen,mistral",1,2
221,PB,cot,9,"gpt-3,qwen,mistral",1,2
222,PB,cot,9,"gpt-3,qwen,mistral",1,2
223,PB,cot,9,"gpt-3,qwen,mistral",1,2
224,PB,cot,9,"gpt-3,qwen,mistral",1,2
225,PB,cot,9,"gpt-3,qwen,mistral",1,2
226,PB,cot,9,"gpt-3,qwen,mistral",1,2
227,PB,cot,9,"gpt-3,qwen,mistral",1,2
228,PB,cot,9,"gpt-3,qwen,mistral",1,2
229,PB,cot,9,"gpt-3,qwen,mistral",1,2
230,PB,cot,9,"gpt-3,qwen,mistral",1,2
231,PB,cot,9,"gpt-3,qwen,mistral",1,2
232,PB,cot,9,"gpt-3,qwen,mistral",1,2
233,PB,cot,9,"gpt-3,qwen,mistral",1,2
234,PB,cot,9,"gpt-3,qwen,mistral",1,2
235,PB,cot,9,"gpt-3,qwen,mistral",1,2
236,PB,cot,9,"gpt-3,qwen,mistral",1,2
237,PB,cot,9,"gpt-3,qwen,mistral",1,2
238,PB,cot,9,"gpt-3,qwen,mistral",1,2
239,PB,cot,9,"gpt-3,qwen,mistral",1,2
240,PB,cot,9,"gpt-3,qwen,mistral",1,2
241,PB,cot,9,"gpt-3,qwen,mistral",1,2
242,PB,cot,9,"gpt-3,qwen,mistral",1,2
243,PB,cot,9,"gpt-3,qwen,mistral",1,2
244,PB,cot,9,"gpt-3,qwen,mistral",1,2
245,PB,cot,9,"gpt-3,qwen,mistral",1,2
246,PB,cot,9,"gpt-3,qwen,mistral",1,2
247,PB,cot,9,"gpt-3,qwen,mistral",1,2
248,PB,cot,9,"gpt-3,qwen,mistral",1,2
249,PB,cot,9,"gpt-3,qwen,mistral",1,2
250,PB,cot,9,"gpt-3,qwen,mistral",1,2
251,PB,cot,9,"gpt-3,qwen,mistral",1,2
252,PB,cot,9,"gpt-3,qwen,mistral",1,2
253,PB,cot,9,"gpt-3,qwen,mistral",1,2
254,PB,cot,9,"gpt-3,qwen,mistral",1,2
255,PB,cot,9,"gpt-3,qwen,mistral",1,2
256,PB,cot,9,"gpt-3,qwen,mistral",1,2
257,PB,cot,9,"gpt-3,qwen,mistral",1,2
258,PB,cot,9,"gpt-3,qwen,mistral",1,2
259,PB,cot,9,"gpt-3,qwen,mistral",1,2
260,PB,cot,9,"gpt-3,qwen,mistral",1,2
261,PB,cot,9,"gpt-3,qwen,mistral",1,2
262,PB,cot,9,"gpt-3,qwen,mistral",1,2
263,PB,cot,9,"gpt-3,qwen,mistral",1,2
264,PB,cot,9,"gpt-3,qwen,mistral",1,2
265,PB,cot,9,"gpt-3,qwen,mistral",1,2
266,PB,cot,9,"gpt-3,qwen,mistral",1,2
267,PB,cot,9,"gpt-3,qwen,mistral",1,2
268,PB,cot,9,"gpt-3,qwen,mistral",1,2
269,PB,cot,9,"gpt-3,qwen,mistral",1,2
270,PB,cot,9,"gpt-3,qwen,mistral",1,2
271,PB,cot,9,"gpt-3,qwen,mistral",1,2
272,PB,cot,9,"gpt-3,qwen,mistral",1,2
273,PB,cot,9,"gpt-3,qwen,mistral",1,2
274,PB,cot,9,"gpt-3,qwen,mistral",1,2
275,PB,cot,9,"gpt-3,qwen,mistral",1,2
276,PB,cot,9,"gpt-3,qwen,mistral",1,2
277,PB,cot,9,"gpt-3,qwen,mistral",1,2
278,PB,cot,9,"gpt-3,qwen,mistral",1,2
279,PB,cot,9,"gpt-3,qwen,mistral",1,2
280,PB,cot,9,"gpt-3,qwen,mistral",1,2
281,PB,cot,9,"gpt-3,qwen,mistral",1,2
282,PB,cot,9,"gpt-3,qwen,mistral",1,2
283,PB,cot,9,"gpt-3,qwen,mistral",1,2
284,PB,cot,9,"gpt-3,qwen,mistral",1,2
285,PB,cot,9,"gpt-3,qwen,mistral",1,2
286,PB,cot,9,"gpt-3,qwen,mistral",1,2
287,PB,cot,9,"gpt-3,qwen,mistral",1,2
288,PB,cot,9,"gpt-3,qwen,mistral",1,2
289,PB,cot,9,"gpt-3,qwen,mistral",1,2
290,PB,cot,9,"gpt-3,qwen,mistral",1,2
291,PB,cot,9,"gpt-3,qwen,mistral",1,2
292,PB,cot,9,"gpt-3,qwen,mistral",1,2
293,PB,cot,9,"gpt-3,qwen,mistral",1,2
294,PB,cot,9,"gpt-3,qwen,mistral",1,2
295,PB,cot,9,"gpt-3,qwen,mistral",1,2
296,PB,cot,9,"gpt-3,qwen,mistral",1,2
297,PB,cot,9,"gpt-3,qwen,mistral",1,2
298,PB,cot,9,"gpt-3,qwen,mistral",1,2
299,PB,cot,9,"gpt-3,qwen,mistral",1,2
300,PB,cot,9,"gpt-3,qwen,mistral",1,2
301,PB,cot,9,"gpt-3,qwen,mistral",1,2
302,PB,cot,9,"gpt-3,qwen,mistral",1,2
303,PB,cot,9,"gpt-3,qwen,mistral",1,2
304,PB,cot,9,"gpt-3,qwen,mistral",1,2
305,PB,cot,9,"gpt-3,qwen,mistral",1,2
306,PB,cot,9,"gpt-3,qwen,mistral",1,2
307,PB,cot,9,"gpt-3,qwen,mistral",1,2
308,PB,cot,9,"gpt-3,qwen,mistral",1,2
309,PB,cot,9,"gpt-3,qwen,mistral",1,2
310,PB,cot,9,"gpt-3,qwen,mistral",1,2
311,PB,cot,9,"gpt-3,qwen,mistral",1,2
312,PB,cot,9,"gpt-3,qwen,mistral",1,2
313,PB,cot,9,"gpt-3,qwen,mistral",1,2
314,PB,cot,9,"gpt-3,qwen,mistral",1,2
315,PB,cot,9,"gpt-3,qwen,mistral",1,2
316,PB,cot,9,"gpt-3,qwen,mistral",1,2
317,PB,cot,9,"gpt-3,qwen,mistral",1,2
318,PB,cot,9,"gpt-3,qwen,mistral",1,2
319,PB,cot,9,"gpt-3,qwen,mistral",1,2
320,PB,cot,9,"gpt-3,qwen,mistral",1,2
321,PB,cot,9,"gpt-3,qwen,mistral",1,2
322,PB,cot,9,"gpt-3,qwen,mistral",1,2
323,PB,cot,9,"gpt-3,qwen,mistral",1,2
324,PB,cot,9,"gpt-3,qwen,mistral",1,2
325,PB,cot,9,"gpt-3,qwen,mistral",1,2
326,PB,cot,9,"gpt-3,qwen,mistral",1,2
327,PB,cot,9,"gpt-3,qwen,mistral",1,2
328,PB,cot,9,"gpt-3,qwen,mistral",1,2
329,PB,cot,9,"gpt-3,qwen,mistral",1,2
330,PB,cot,9,"gpt-3,qwen,mistral",1,2
331,PB,cot,9,"gpt-3,qwen,mistral",1,2
332,PB,cot,9,"gpt-3,qwen,mistral",1,2
333,PB,cot,9,"gpt-3,qwen,mistral",1,2
334,PB,cot,9,"gpt-3,qwen,mistral",1,2
335,PB,cot,9,"gpt-3,qwen,mistral",1,2
336,PB,cot,9,"gpt-3,qwen,mistral",1,2
337,PB,cot,9,"gpt-3,qwen,mistral",1,2
338,PB,cot,9,"gpt-3,qwen,mistral",1,2
339,PB,cot,9,"gpt-3,qwen,mistral",1,2
340,PB,cot,9,"gpt-3,qwen,mistral",1,2
341,PB,cot,9,"gpt-3,qwen,mistral",1,2
342,PB,cot,9,"gpt-3,qwen,mistral",1,2
343,PB,cot,9,"gpt-3,qwen,mistral",1,2
344,PB,cot,9,"gpt-3,qwen,mistral",1,2
345,PB,cot,9,"gpt-3,qwen,mistral",1,2
346,PB,cot,9,"gpt-3,qwen,mistral",1,2
347,PB,cot,9,"gpt-3,qwen,mistral",1,2
348,PB,cot,9,"gpt-3,qwen,mistral",1,2
349,PB,cot,9,"gpt-3,qwen,mistral",1,2
350,PB,cot,9,"gpt-3,qwen,mistral",1,2
351,PB,cot,9,"gpt-3,qwen,mistral",1,2
352,PB,cot,9,"gpt-3,qwen,mistral",1,2
353,PB,cot,9,"gpt-3,qwen,mistral",1,2
354,PB,cot,9,"gpt-3,qwen,mistral",1,2
355,PB,cot,9,"gpt-3,qwen,mistral",1,2
356,PB,cot,9,"gpt-3,qwen,mistral",1,2
357,PB,cot,9,"gpt-3,qwen,mistral",1,2
358,PB,cot,9,"gpt-3,qwen,mistral",1,2
359,PB,cot,9,"gpt-3,qwen,mistral",1,2
360,PB,cot,9,"gpt-3,qwen,mistral",1,2
361,PB,cot,9,"gpt-3,qwen,mistral",2,2
362,PB,cot,9,"gpt-3,qwen,mistral",1,2
363,PB,cot,9,"gpt-3,qwen,mistral",1,2
364,PB,cot,9,"gpt-3,qwen,mistral",1,2
365,PB,cot,9,"gpt-3,qwen,mistral",1,2
366,PB,cot,9,"gpt-3,qwen,mistral",1,2
367,PB,cot,9,"gpt-3,qwen,mistral",1,2
368,PB,cot,9,"gpt-3,qwen,mistral",1,2
369,PB,cot,9,"gpt-3,qwen,mistral",1,2
370,PB,cot,9,"gpt-3,qwen,mistral",1,2
371,PB,cot,9,"gpt-3,qwen,mistral",1,2
372,PB,cot,9,"gpt-3,qwen,mistral",1,2
373,PB,cot,9,"gpt-3,qwen,mistral",1,2
374,PB,cot,9,"gpt-3,qwen,mistral",1,2
375,PB,cot,9,"gpt-3,qwen,mistral",1,2
376,PB,cot,9,"gpt-3,qwen,mistral",1,2
377,PB,cot,9,"gpt-3,qwen,mistral",1,2
378,PB,cot,9,"gpt-3,qwen,mistral",1,2
379,PB,cot,9,"gpt-3,qwen,mistral",1,2
380,PB,cot,9,"gpt-3,qwen,mistral",1,2
381,PB,cot,9,"gpt-3,qwen,mistral",1,2
382,PB,cot,9,"gpt-3,qwen,mistral",1,2
383,PB,cot,9,"gpt-3,qwen,mistral",1,2
384,PB,cot,9,"gpt-3,qwen,mistral",1,2
385,PB,cot,9,"gpt-3,qwen,mistral",1,2
386,PB,cot,9,"gpt-3,qwen,mistral",1,2
387,PB,cot,9,"gpt-3,qwen,mistral",1,2
388,PB,cot,9,"gpt-3,qwen,mistral",1,2
389,PB,cot,9,"gpt-3,qwen,mistral",1,2
390,PB,cot,9,"gpt-3,qwen,mistral",1,2
