pair_idx,bias,prompt,ari,panel,Rank_ARI_14,Rank_Wrong_Answer_ARI_14
87,NB,cot,14,"gpt-3,qwen,mistral",1,2
88,NB,cot,14,"gpt-3,qwen,mistral",1,2
89,NB,cot,14,"gpt-3,qwen,mistral",1,2
90,NB,cot,14,"gpt-3,qwen,mistral",1,2
91,NB,cot,14,"gpt-3,qwen,mistral",1,2
92,NB,cot,14,"gpt-3,qwen,mistral",1,2
93,NB,cot,14,"gpt-3,qwen,mistral",1,2
94,NB,cot,14,"gpt-3,qwen,mistral",1,2
95,NB,cot,14,"gpt-3,qwen,mistral",1,2
96,NB,cot,14,"gpt-3,qwen,mistral",1,2
97,NB,cot,14,"gpt-3,qwen,mistral",1,2
98,NB,cot,14,"gpt-3,qwen,mistral",1,2
99,NB,cot,14,"gpt-3,qwen,mistral",1,2
100,NB,cot,14,"gpt-3,qwen,mistral",1,2
101,NB,cot,14,"gpt-3,qwen,mistral",1,2
102,NB,cot,14,"gpt-3,qwen,mistral",1,2
103,NB,cot,14,"gpt-3,qwen,mistral",1,2
104,NB,cot,14,"gpt-3,qwen,mistral",1,2
105,NB,cot,14,"gpt-3,qwen,mistral",1,2
106,NB,cot,14,"gpt-3,qwen,mistral",1,2
107,NB,cot,14,"gpt-3,qwen,mistral",2,1
108,NB,cot,14,"gpt-3,qwen,mistral",2,1
109,NB,cot,14,"gpt-3,qwen,mistral",1,2
110,NB,cot,14,"gpt-3,qwen,mistral",1,2
111,NB,cot,14,"gpt-3,qwen,mistral",1,2
112,NB,cot,14,"gpt-3,qwen,mistral",2,1
113,NB,cot,14,"gpt-3,qwen,mistral",1,2
114,NB,cot,14,"gpt-3,qwen,mistral",1,2
115,NB,cot,14,"gpt-3,qwen,mistral",1,2
116,NB,cot,14,"gpt-3,qwen,mistral",1,2
117,NB,cot,14,"gpt-3,qwen,mistral",1,2
118,NB,cot,14,"gpt-3,qwen,mistral",1,2
119,NB,cot,14,"gpt-3,qwen,mistral",1,2
120,NB,cot,14,"gpt-3,qwen,mistral",1,2
121,NB,cot,14,"gpt-3,qwen,mistral",1,2
122,NB,cot,14,"gpt-3,qwen,mistral",1,2
123,NB,cot,14,"gpt-3,qwen,mistral",1,2
124,NB,cot,14,"gpt-3,qwen,mistral",1,2
125,NB,cot,14,"gpt-3,qwen,mistral",1,2
126,NB,cot,14,"gpt-3,qwen,mistral",1,2
127,NB,cot,14,"gpt-3,qwen,mistral",1,2
128,NB,cot,14,"gpt-3,qwen,mistral",1,2
129,NB,cot,14,"gpt-3,qwen,mistral",1,2
130,NB,cot,14,"gpt-3,qwen,mistral",1,2
131,NB,cot,14,"gpt-3,qwen,mistral",1,2
132,NB,cot,14,"gpt-3,qwen,mistral",1,2
133,NB,cot,14,"gpt-3,qwen,mistral",1,2
134,NB,cot,14,"gpt-3,qwen,mistral",1,2
135,NB,cot,14,"gpt-3,qwen,mistral",1,2
136,NB,cot,14,"gpt-3,qwen,mistral",1,2
137,NB,cot,14,"gpt-3,qwen,mistral",1,2
138,NB,cot,14,"gpt-3,qwen,mistral",1,2
139,NB,cot,14,"gpt-3,qwen,mistral",1,2
140,NB,cot,14,"gpt-3,qwen,mistral",1,2
141,NB,cot,14,"gpt-3,qwen,mistral",1,2
142,NB,cot,14,"gpt-3,qwen,mistral",1,2
143,NB,cot,14,"gpt-3,qwen,mistral",1,2
144,NB,cot,14,"gpt-3,qwen,mistral",1,2
145,NB,cot,14,"gpt-3,qwen,mistral",1,2
146,NB,cot,14,"gpt-3,qwen,mistral",1,2
147,NB,cot,14,"gpt-3,qwen,mistral",1,2
148,NB,cot,14,"gpt-3,qwen,mistral",1,2
149,NB,cot,14,"gpt-3,qwen,mistral",1,2
150,NB,cot,14,"gpt-3,qwen,mistral",1,2
151,NB,cot,14,"gpt-3,qwen,mistral",1,2
152,NB,cot,14,"gpt-3,qwen,mistral",1,2
153,NB,cot,14,"gpt-3,qwen,mistral",1,2
154,NB,cot,14,"gpt-3,qwen,mistral",1,2
155,NB,cot,14,"gpt-3,qwen,mistral",1,2
156,NB,cot,14,"gpt-3,qwen,mistral",1,2
157,NB,cot,14,"gpt-3,qwen,mistral",1,2
158,NB,cot,14,"gpt-3,qwen,mistral",1,2
159,NB,cot,14,"gpt-3,qwen,mistral",1,2
160,NB,cot,14,"gpt-3,qwen,mistral",1,2
161,NB,cot,14,"gpt-3,qwen,mistral",1,2
162,NB,cot,14,"gpt-3,qwen,mistral",1,2
163,NB,cot,14,"gpt-3,qwen,mistral",1,2
164,NB,cot,14,"gpt-3,qwen,mistral",1,2
165,NB,cot,14,"gpt-3,qwen,mistral",1,2
166,NB,cot,14,"gpt-3,qwen,mistral",1,2
167,NB,cot,14,"gpt-3,qwen,mistral",1,2
168,NB,cot,14,"gpt-3,qwen,mistral",1,2
169,NB,cot,14,"gpt-3,qwen,mistral",1,2
170,NB,cot,14,"gpt-3,qwen,mistral",1,2
171,NB,cot,14,"gpt-3,qwen,mistral",1,2
172,NB,cot,14,"gpt-3,qwen,mistral",1,2
173,NB,cot,14,"gpt-3,qwen,mistral",1,2
174,NB,cot,14,"gpt-3,qwen,mistral",1,2
175,NB,cot,14,"gpt-3,qwen,mistral",1,2
176,NB,cot,14,"gpt-3,qwen,mistral",1,2
177,NB,cot,14,"gpt-3,qwen,mistral",1,2
178,NB,cot,14,"gpt-3,qwen,mistral",1,2
179,NB,cot,14,"gpt-3,qwen,mistral",1,2
180,NB,cot,14,"gpt-3,qwen,mistral",1,2
181,NB,cot,14,"gpt-3,qwen,mistral",1,2
182,NB,cot,14,"gpt-3,qwen,mistral",1,2
183,NB,cot,14,"gpt-3,qwen,mistral",1,2
184,NB,cot,14,"gpt-3,qwen,mistral",1,2
185,NB,cot,14,"gpt-3,qwen,mistral",1,2
186,NB,cot,14,"gpt-3,qwen,mistral",1,2
187,NB,cot,14,"gpt-3,qwen,mistral",1,2
188,NB,cot,14,"gpt-3,qwen,mistral",1,2
189,NB,cot,14,"gpt-3,qwen,mistral",1,2
190,NB,cot,14,"gpt-3,qwen,mistral",1,2
191,NB,cot,14,"gpt-3,qwen,mistral",1,2
192,NB,cot,14,"gpt-3,qwen,mistral",1,2
193,NB,cot,14,"gpt-3,qwen,mistral",1,2
194,NB,cot,14,"gpt-3,qwen,mistral",1,2
195,NB,cot,14,"gpt-3,qwen,mistral",1,2
196,NB,cot,14,"gpt-3,qwen,mistral",1,2
197,NB,cot,14,"gpt-3,qwen,mistral",1,2
198,NB,cot,14,"gpt-3,qwen,mistral",1,2
199,NB,cot,14,"gpt-3,qwen,mistral",1,2
200,NB,cot,14,"gpt-3,qwen,mistral",1,2
201,NB,cot,14,"gpt-3,qwen,mistral",1,2
202,NB,cot,14,"gpt-3,qwen,mistral",1,2
203,NB,cot,14,"gpt-3,qwen,mistral",1,2
204,NB,cot,14,"gpt-3,qwen,mistral",1,2
205,NB,cot,14,"gpt-3,qwen,mistral",1,2
206,NB,cot,14,"gpt-3,qwen,mistral",1,2
207,NB,cot,14,"gpt-3,qwen,mistral",1,2
208,NB,cot,14,"gpt-3,qwen,mistral",1,2
209,NB,cot,14,"gpt-3,qwen,mistral",1,2
210,NB,cot,14,"gpt-3,qwen,mistral",1,2
211,NB,cot,14,"gpt-3,qwen,mistral",1,2
212,NB,cot,14,"gpt-3,qwen,mistral",1,2
213,NB,cot,14,"gpt-3,qwen,mistral",1,2
214,NB,cot,14,"gpt-3,qwen,mistral",1,2
215,NB,cot,14,"gpt-3,qwen,mistral",1,2
216,NB,cot,14,"gpt-3,qwen,mistral",1,2
217,NB,cot,14,"gpt-3,qwen,mistral",1,2
218,NB,cot,14,"gpt-3,qwen,mistral",1,2
219,NB,cot,14,"gpt-3,qwen,mistral",1,2
220,NB,cot,14,"gpt-3,qwen,mistral",1,2
221,NB,cot,14,"gpt-3,qwen,mistral",1,2
222,NB,cot,14,"gpt-3,qwen,mistral",1,2
223,NB,cot,14,"gpt-3,qwen,mistral",1,2
224,NB,cot,14,"gpt-3,qwen,mistral",1,2
225,NB,cot,14,"gpt-3,qwen,mistral",1,2
226,NB,cot,14,"gpt-3,qwen,mistral",1,2
227,NB,cot,14,"gpt-3,qwen,mistral",1,2
228,NB,cot,14,"gpt-3,qwen,mistral",1,2
229,NB,cot,14,"gpt-3,qwen,mistral",1,2
230,NB,cot,14,"gpt-3,qwen,mistral",1,2
231,NB,cot,14,"gpt-3,qwen,mistral",1,2
232,NB,cot,14,"gpt-3,qwen,mistral",1,2
233,NB,cot,14,"gpt-3,qwen,mistral",1,2
234,NB,cot,14,"gpt-3,qwen,mistral",1,2
235,NB,cot,14,"gpt-3,qwen,mistral",1,2
236,NB,cot,14,"gpt-3,qwen,mistral",1,2
237,NB,cot,14,"gpt-3,qwen,mistral",1,2
238,NB,cot,14,"gpt-3,qwen,mistral",1,2
239,NB,cot,14,"gpt-3,qwen,mistral",1,2
240,NB,cot,14,"gpt-3,qwen,mistral",1,2
241,NB,cot,14,"gpt-3,qwen,mistral",1,2
242,NB,cot,14,"gpt-3,qwen,mistral",1,2
243,NB,cot,14,"gpt-3,qwen,mistral",1,2
244,NB,cot,14,"gpt-3,qwen,mistral",1,2
245,NB,cot,14,"gpt-3,qwen,mistral",1,2
246,NB,cot,14,"gpt-3,qwen,mistral",1,2
247,NB,cot,14,"gpt-3,qwen,mistral",1,2
248,NB,cot,14,"gpt-3,qwen,mistral",1,2
249,NB,cot,14,"gpt-3,qwen,mistral",1,2
250,NB,cot,14,"gpt-3,qwen,mistral",1,2
251,NB,cot,14,"gpt-3,qwen,mistral",1,2
252,NB,cot,14,"gpt-3,qwen,mistral",1,2
253,NB,cot,14,"gpt-3,qwen,mistral",1,2
254,NB,cot,14,"gpt-3,qwen,mistral",1,2
255,NB,cot,14,"gpt-3,qwen,mistral",1,2
256,NB,cot,14,"gpt-3,qwen,mistral",1,2
257,NB,cot,14,"gpt-3,qwen,mistral",1,2
258,NB,cot,14,"gpt-3,qwen,mistral",1,2
259,NB,cot,14,"gpt-3,qwen,mistral",1,2
260,NB,cot,14,"gpt-3,qwen,mistral",1,2
261,NB,cot,14,"gpt-3,qwen,mistral",1,2
262,NB,cot,14,"gpt-3,qwen,mistral",1,2
263,NB,cot,14,"gpt-3,qwen,mistral",1,2
264,NB,cot,14,"gpt-3,qwen,mistral",1,2
265,NB,cot,14,"gpt-3,qwen,mistral",1,2
266,NB,cot,14,"gpt-3,qwen,mistral",1,2
267,NB,cot,14,"gpt-3,qwen,mistral",1,2
268,NB,cot,14,"gpt-3,qwen,mistral",1,2
269,NB,cot,14,"gpt-3,qwen,mistral",1,2
270,NB,cot,14,"gpt-3,qwen,mistral",1,2
271,NB,cot,14,"gpt-3,qwen,mistral",1,2
272,NB,cot,14,"gpt-3,qwen,mistral",1,2
273,NB,cot,14,"gpt-3,qwen,mistral",1,2
274,NB,cot,14,"gpt-3,qwen,mistral",1,2
275,NB,cot,14,"gpt-3,qwen,mistral",1,2
276,NB,cot,14,"gpt-3,qwen,mistral",1,2
277,NB,cot,14,"gpt-3,qwen,mistral",1,2
278,NB,cot,14,"gpt-3,qwen,mistral",1,2
279,NB,cot,14,"gpt-3,qwen,mistral",1,2
280,NB,cot,14,"gpt-3,qwen,mistral",1,2
281,NB,cot,14,"gpt-3,qwen,mistral",1,2
282,NB,cot,14,"gpt-3,qwen,mistral",1,2
283,NB,cot,14,"gpt-3,qwen,mistral",1,2
284,NB,cot,14,"gpt-3,qwen,mistral",1,2
285,NB,cot,14,"gpt-3,qwen,mistral",1,2
286,NB,cot,14,"gpt-3,qwen,mistral",1,2
287,NB,cot,14,"gpt-3,qwen,mistral",1,2
288,NB,cot,14,"gpt-3,qwen,mistral",1,2
289,NB,cot,14,"gpt-3,qwen,mistral",1,2
290,NB,cot,14,"gpt-3,qwen,mistral",1,2
291,NB,cot,14,"gpt-3,qwen,mistral",1,2
292,NB,cot,14,"gpt-3,qwen,mistral",1,2
293,NB,cot,14,"gpt-3,qwen,mistral",1,2
294,NB,cot,14,"gpt-3,qwen,mistral",1,2
295,NB,cot,14,"gpt-3,qwen,mistral",1,2
296,NB,cot,14,"gpt-3,qwen,mistral",1,2
297,NB,cot,14,"gpt-3,qwen,mistral",1,2
298,NB,cot,14,"gpt-3,qwen,mistral",1,2
299,NB,cot,14,"gpt-3,qwen,mistral",1,2
300,NB,cot,14,"gpt-3,qwen,mistral",1,2
301,NB,cot,14,"gpt-3,qwen,mistral",1,2
302,NB,cot,14,"gpt-3,qwen,mistral",1,2
303,NB,cot,14,"gpt-3,qwen,mistral",1,2
304,NB,cot,14,"gpt-3,qwen,mistral",1,2
305,NB,cot,14,"gpt-3,qwen,mistral",1,2
306,NB,cot,14,"gpt-3,qwen,mistral",1,2
307,NB,cot,14,"gpt-3,qwen,mistral",1,2
308,NB,cot,14,"gpt-3,qwen,mistral",1,2
309,NB,cot,14,"gpt-3,qwen,mistral",1,2
310,NB,cot,14,"gpt-3,qwen,mistral",1,2
311,NB,cot,14,"gpt-3,qwen,mistral",1,2
312,NB,cot,14,"gpt-3,qwen,mistral",1,2
313,NB,cot,14,"gpt-3,qwen,mistral",1,2
314,NB,cot,14,"gpt-3,qwen,mistral",1,2
315,NB,cot,14,"gpt-3,qwen,mistral",1,2
316,NB,cot,14,"gpt-3,qwen,mistral",1,2
317,NB,cot,14,"gpt-3,qwen,mistral",1,2
318,NB,cot,14,"gpt-3,qwen,mistral",1,2
319,NB,cot,14,"gpt-3,qwen,mistral",1,2
320,NB,cot,14,"gpt-3,qwen,mistral",1,2
321,NB,cot,14,"gpt-3,qwen,mistral",1,2
322,NB,cot,14,"gpt-3,qwen,mistral",1,2
323,NB,cot,14,"gpt-3,qwen,mistral",1,2
324,NB,cot,14,"gpt-3,qwen,mistral",1,2
325,NB,cot,14,"gpt-3,qwen,mistral",1,2
326,NB,cot,14,"gpt-3,qwen,mistral",1,2
327,NB,cot,14,"gpt-3,qwen,mistral",1,2
328,NB,cot,14,"gpt-3,qwen,mistral",1,2
329,NB,cot,14,"gpt-3,qwen,mistral",1,2
330,NB,cot,14,"gpt-3,qwen,mistral",1,2
331,NB,cot,14,"gpt-3,qwen,mistral",1,2
332,NB,cot,14,"gpt-3,qwen,mistral",1,2
333,NB,cot,14,"gpt-3,qwen,mistral",1,2
334,NB,cot,14,"gpt-3,qwen,mistral",1,2
335,NB,cot,14,"gpt-3,qwen,mistral",1,2
336,NB,cot,14,"gpt-3,qwen,mistral",1,2
337,NB,cot,14,"gpt-3,qwen,mistral",1,2
338,NB,cot,14,"gpt-3,qwen,mistral",1,2
339,NB,cot,14,"gpt-3,qwen,mistral",1,2
340,NB,cot,14,"gpt-3,qwen,mistral",1,2
341,NB,cot,14,"gpt-3,qwen,mistral",1,2
342,NB,cot,14,"gpt-3,qwen,mistral",1,2
343,NB,cot,14,"gpt-3,qwen,mistral",1,2
344,NB,cot,14,"gpt-3,qwen,mistral",1,2
345,NB,cot,14,"gpt-3,qwen,mistral",1,2
346,NB,cot,14,"gpt-3,qwen,mistral",1,2
347,NB,cot,14,"gpt-3,qwen,mistral",1,2
348,NB,cot,14,"gpt-3,qwen,mistral",1,2
349,NB,cot,14,"gpt-3,qwen,mistral",1,2
350,NB,cot,14,"gpt-3,qwen,mistral",1,2
351,NB,cot,14,"gpt-3,qwen,mistral",1,2
352,NB,cot,14,"gpt-3,qwen,mistral",1,2
353,NB,cot,14,"gpt-3,qwen,mistral",1,2
354,NB,cot,14,"gpt-3,qwen,mistral",1,2
355,NB,cot,14,"gpt-3,qwen,mistral",1,2
356,NB,cot,14,"gpt-3,qwen,mistral",1,2
357,NB,cot,14,"gpt-3,qwen,mistral",1,2
358,NB,cot,14,"gpt-3,qwen,mistral",1,2
359,NB,cot,14,"gpt-3,qwen,mistral",1,2
360,NB,cot,14,"gpt-3,qwen,mistral",1,2
361,NB,cot,14,"gpt-3,qwen,mistral",1,2
362,NB,cot,14,"gpt-3,qwen,mistral",1,2
363,NB,cot,14,"gpt-3,qwen,mistral",1,2
364,NB,cot,14,"gpt-3,qwen,mistral",1,2
365,NB,cot,14,"gpt-3,qwen,mistral",1,2
366,NB,cot,14,"gpt-3,qwen,mistral",1,2
367,NB,cot,14,"gpt-3,qwen,mistral",1,2
368,NB,cot,14,"gpt-3,qwen,mistral",1,2
369,NB,cot,14,"gpt-3,qwen,mistral",1,2
370,NB,cot,14,"gpt-3,qwen,mistral",1,2
371,NB,cot,14,"gpt-3,qwen,mistral",1,2
372,NB,cot,14,"gpt-3,qwen,mistral",1,2
373,NB,cot,14,"gpt-3,qwen,mistral",1,2
374,NB,cot,14,"gpt-3,qwen,mistral",1,2
375,NB,cot,14,"gpt-3,qwen,mistral",1,2
376,NB,cot,14,"gpt-3,qwen,mistral",1,2
377,NB,cot,14,"gpt-3,qwen,mistral",1,2
378,NB,cot,14,"gpt-3,qwen,mistral",1,2
379,NB,cot,14,"gpt-3,qwen,mistral",1,2
380,NB,cot,14,"gpt-3,qwen,mistral",1,2
381,NB,cot,14,"gpt-3,qwen,mistral",1,2
382,NB,cot,14,"gpt-3,qwen,mistral",1,2
383,NB,cot,14,"gpt-3,qwen,mistral",1,2
384,NB,cot,14,"gpt-3,qwen,mistral",1,2
385,NB,cot,14,"gpt-3,qwen,mistral",1,2
386,NB,cot,14,"gpt-3,qwen,mistral",1,2
387,NB,cot,14,"gpt-3,qwen,mistral",1,2
388,NB,cot,14,"gpt-3,qwen,mistral",1,2
389,NB,cot,14,"gpt-3,qwen,mistral",1,2
390,NB,cot,14,"gpt-3,qwen,mistral",1,2
