ARI,ci_high,ci_low,exp_name,group,k,metric,mode,model,n,rate
5,0.991119149232902,0.9627599957918204,JARI9-baseline,Correct,376,rank_bin_top_preserve,RR,GPT-4,383,0.9817232375979112
5,0.9775825085499432,0.5291118177871464,JARI9-baseline,Correct,7,rank_bin_bottom_preserve,RR,GPT-4,8,0.875
5,0.9878438842308536,0.956839080709227,JARI9-baseline,Wrong,382,rank_bin_overall,RR,GPT-4,391,0.9769820971867008
5,0.820636573683457,0.7390817513882798,JARI9-baseline,Wrong,306,rank_exact,RR,GPT-4,391,0.782608695652174
5,0.6873262302663417,0.1681803297062361,JARI9-baseline,Wrong,4,rank_bin_top_preserve,RR,GPT-4,10,0.4
5,0.9973185828404268,0.9771086557142438,JARI9-baseline,Wrong,378,rank_bin_bottom_preserve,RR,GPT-4,381,0.9921259842519684
5,0.9929486436989288,0.9669302938675338,JARI9-baseline,Both,385,rank_top1,RR,GPT-4,391,0.9846547314578004
5,0.9960146924570076,0.9739948935270428,JARI14-baseline,Correct,387,rank_bin_overall,RR,GPT-4,391,0.989769820971867
5,0.9625524543114384,0.9162812959143202,JARI14-baseline,Correct,369,rank_exact,RR,GPT-4,391,0.9437340153452686
5,0.99953895159785,0.9853606534276764,JARI14-baseline,Correct,382,rank_bin_top_preserve,RR,GPT-4,383,0.9973890339425588
5,0.8631557141764026,0.3057423946026273,JARI14-baseline,Correct,5,rank_bin_bottom_preserve,RR,GPT-4,8,0.625
5,0.9823581474561264,0.947128844857572,JARI14-baseline,Wrong,379,rank_bin_overall,RR,GPT-4,391,0.969309462915601
5,0.789750458603189,0.7041186517542258,JARI14-baseline,Wrong,293,rank_exact,RR,GPT-4,391,0.7493606138107417
5,0.8318196702937638,0.3126737697336582,JARI14-baseline,Wrong,6,rank_bin_top_preserve,RR,GPT-4,10,0.6
5,0.989322739317452,0.9591197728757608,JARI14-baseline,Wrong,373,rank_bin_bottom_preserve,RR,GPT-4,381,0.979002624671916
5,0.9823581474561264,0.947128844857572,JARI14-baseline,Both,379,rank_top1,RR,GPT-4,391,0.969309462915601
5,0.9625524543114384,0.9162812959143202,JARI5-baseline,Correct,369,rank_bin_overall,RR,GPT-4,391,0.9437340153452686
5,0.3989201687522707,0.3047583650332805,JARI5-baseline,Correct,137,rank_exact,RR,GPT-4,391,0.3503836317135549
5,0.9878438842308536,0.956839080709227,JARI5-baseline,Wrong,382,rank_bin_overall,RR,GPT-4,391,0.9769820971867008
5,0.7945248363140802,0.7094749224609225,JARI5-baseline,Wrong,295,rank_exact,RR,GPT-4,391,0.7544757033248082
5,0.9895967538178524,0.960151535331022,JARI9-baseline,Correct,383,rank_bin_overall,RR,GPT-4,391,0.979539641943734
5,0.9327528555725604,0.8751663557300822,JARI9-baseline,Correct,355,rank_exact,RR,GPT-4,391,0.907928388746803
5,0.9878438842308536,0.956839080709227,JARI9-baseline,Wrong,382,rank_bin_overall,RR,GPT-4,391,0.9769820971867008
5,0.820636573683457,0.7390817513882798,JARI9-baseline,Wrong,306,rank_exact,RR,GPT-4,391,0.782608695652174
5,0.9960146924570076,0.9739948935270428,JARI14-baseline,Correct,387,rank_bin_overall,RR,GPT-4,391,0.989769820971867
5,0.9625524543114384,0.9162812959143202,JARI14-baseline,Correct,369,rank_exact,RR,GPT-4,391,0.9437340153452686
5,0.9823581474561264,0.947128844857572,JARI14-baseline,Wrong,379,rank_bin_overall,RR,GPT-4,391,0.969309462915601
5,0.789750458603189,0.7041186517542258,JARI14-baseline,Wrong,293,rank_exact,RR,GPT-4,391,0.7493606138107417
5,0.9625524543114384,0.9162812959143202,JARI5-baseline,Correct,369,rank_bin_overall,RR,GPT-4,391,0.9437340153452686
5,0.3989201687522707,0.3047583650332805,JARI5-baseline,Correct,137,rank_exact,RR,GPT-4,391,0.3503836317135549
5,0.9878438842308536,0.956839080709227,JARI5-baseline,Wrong,382,rank_bin_overall,RR,GPT-4,391,0.9769820971867008
5,0.7945248363140802,0.7094749224609225,JARI5-baseline,Wrong,295,rank_exact,RR,GPT-4,391,0.7544757033248082
5,0.9895967538178524,0.960151535331022,JARI9-baseline,Correct,383,rank_bin_overall,RR,GPT-4,391,0.979539641943734
5,0.9327528555725604,0.8751663557300822,JARI9-baseline,Correct,355,rank_exact,RR,GPT-4,391,0.907928388746803
5,0.9878438842308536,0.956839080709227,JARI9-baseline,Wrong,382,rank_bin_overall,RR,GPT-4,391,0.9769820971867008
5,0.820636573683457,0.7390817513882798,JARI9-baseline,Wrong,306,rank_exact,RR,GPT-4,391,0.782608695652174
5,0.9960146924570076,0.9739948935270428,JARI14-baseline,Correct,387,rank_bin_overall,RR,GPT-4,391,0.989769820971867
5,0.9625524543114384,0.9162812959143202,JARI14-baseline,Correct,369,rank_exact,RR,GPT-4,391,0.9437340153452686
5,0.9823581474561264,0.947128844857572,JARI14-baseline,Wrong,379,rank_bin_overall,RR,GPT-4,391,0.969309462915601
5,0.789750458603189,0.7041186517542258,JARI14-baseline,Wrong,293,rank_exact,RR,GPT-4,391,0.7493606138107417
5,0.9625524543114384,0.9162812959143202,JARI5-baseline,Correct,369,rank_bin_overall,RR,GPT-4,391,0.9437340153452686
5,0.3989201687522707,0.3047583650332805,JARI5-baseline,Correct,137,rank_exact,RR,GPT-4,391,0.3503836317135549
5,0.9878438842308536,0.956839080709227,JARI5-baseline,Wrong,382,rank_bin_overall,RR,GPT-4,391,0.9769820971867008
5,0.7945248363140802,0.7094749224609225,JARI5-baseline,Wrong,295,rank_exact,RR,GPT-4,391,0.7544757033248082
5,0.9895967538178524,0.960151535331022,JARI9-baseline,Correct,383,rank_bin_overall,RR,GPT-4,391,0.979539641943734
5,0.9327528555725604,0.8751663557300822,JARI9-baseline,Correct,355,rank_exact,RR,GPT-4,391,0.907928388746803
5,0.9878438842308536,0.956839080709227,JARI9-baseline,Wrong,382,rank_bin_overall,RR,GPT-4,391,0.9769820971867008
5,0.820636573683457,0.7390817513882798,JARI9-baseline,Wrong,306,rank_exact,RR,GPT-4,391,0.782608695652174
5,0.9960146924570076,0.9739948935270429,JARI14-baseline,Correct,387,rank_bin_overall,RR,GPT-4,391,0.989769820971867
5,0.9625524543114384,0.9162812959143202,JARI14-baseline,Correct,369,rank_exact,RR,GPT-4,391,0.9437340153452686
5,0.9823581474561265,0.9471288448575721,JARI14-baseline,Wrong,379,rank_bin_overall,RR,GPT-4,391,0.969309462915601
5,0.789750458603189,0.7041186517542258,JARI14-baseline,Wrong,293,rank_exact,RR,GPT-4,391,0.7493606138107417
