ARI,ci_high,ci_low,exp_name,group,k,metric,mode,model,n,rate
9,0.789750458603189,0.7041186517542258,JARI9-baseline,Wrong,293,rank_exact,RR,GPT-4,391,0.7493606138107417
9,0.9929486436989288,0.9669302938675338,JARI14-baseline,Correct,385,rank_bin_overall,RR,GPT-4,391,0.9846547314578004
9,0.8719905810605654,0.7991648766046392,JARI14-baseline,Correct,328,rank_exact,RR,GPT-4,391,0.8388746803069054
9,0.997387249779346,0.9776876604134984,JARI14-baseline,Wrong,388,rank_bin_overall,RR,GPT-4,391,0.9923273657289002
9,0.7777806685769929,0.690761820736452,JARI14-baseline,Wrong,288,rank_exact,RR,GPT-4,391,0.7365728900255755
9,0.8417983281107992,0.7635079148400834,JARI5-baseline,Correct,315,rank_bin_overall,RR,GPT-4,391,0.8056265984654731
9,0.3779847795634761,0.2851711605517232,JARI5-baseline,Correct,129,rank_exact,RR,GPT-4,391,0.329923273657289
9,0.9945258140782346,0.970418447697022,JARI5-baseline,Wrong,386,rank_bin_overall,RR,GPT-4,391,0.9872122762148338
9,0.7657643310226588,0.6774515372468161,JARI5-baseline,Wrong,283,rank_exact,RR,GPT-4,391,0.7237851662404092
9,0.9823581474561264,0.947128844857572,JARI9-baseline,Correct,379,rank_bin_overall,RR,GPT-4,391,0.969309462915601
9,0.8696856578279965,0.7964044756284142,JARI9-baseline,Correct,327,rank_exact,RR,GPT-4,391,0.8363171355498721
9,0.997387249779346,0.9776876604134984,JARI9-baseline,Wrong,388,rank_bin_overall,RR,GPT-4,391,0.9923273657289002
9,0.789750458603189,0.7041186517542258,JARI9-baseline,Wrong,293,rank_exact,RR,GPT-4,391,0.7493606138107417
9,0.9929486436989288,0.9669302938675338,JARI14-baseline,Correct,385,rank_bin_overall,RR,GPT-4,391,0.9846547314578004
9,0.8719905810605654,0.7991648766046392,JARI14-baseline,Correct,328,rank_exact,RR,GPT-4,391,0.8388746803069054
9,0.997387249779346,0.9776876604134984,JARI14-baseline,Wrong,388,rank_bin_overall,RR,GPT-4,391,0.9923273657289002
9,0.7777806685769929,0.690761820736452,JARI14-baseline,Wrong,288,rank_exact,RR,GPT-4,391,0.7365728900255755
9,0.8417983281107992,0.7635079148400834,JARI5-baseline,Correct,315,rank_bin_overall,RR,GPT-4,391,0.8056265984654731
9,0.3779847795634761,0.2851711605517232,JARI5-baseline,Correct,129,rank_exact,RR,GPT-4,391,0.329923273657289
9,0.9945258140782346,0.970418447697022,JARI5-baseline,Wrong,386,rank_bin_overall,RR,GPT-4,391,0.9872122762148338
9,0.7657643310226588,0.6774515372468161,JARI5-baseline,Wrong,283,rank_exact,RR,GPT-4,391,0.7237851662404092
9,0.9823581474561264,0.947128844857572,JARI9-baseline,Correct,379,rank_bin_overall,RR,GPT-4,391,0.969309462915601
9,0.8696856578279965,0.7964044756284142,JARI9-baseline,Correct,327,rank_exact,RR,GPT-4,391,0.8363171355498721
9,0.997387249779346,0.9776876604134984,JARI9-baseline,Wrong,388,rank_bin_overall,RR,GPT-4,391,0.9923273657289002
9,0.789750458603189,0.7041186517542258,JARI9-baseline,Wrong,293,rank_exact,RR,GPT-4,391,0.7493606138107417
9,0.9929486436989287,0.9669302938675338,JARI14-baseline,Correct,385,rank_bin_overall,RR,GPT-4,391,0.9846547314578005
9,0.8719905810605654,0.7991648766046392,JARI14-baseline,Correct,328,rank_exact,RR,GPT-4,391,0.8388746803069054
9,0.9973872497793461,0.9776876604134983,JARI14-baseline,Wrong,388,rank_bin_overall,RR,GPT-4,391,0.9923273657289002
9,0.7777806685769929,0.690761820736452,JARI14-baseline,Wrong,288,rank_exact,RR,GPT-4,391,0.7365728900255755
