ARI,ci_high,ci_low,exp_name,group,k,metric,mode,model,n,rate
14,0.8087994355061654,0.7255922685216014,JARI5-baseline,Wrong,301,rank_exact,RR,GPT-4,391,0.7698209718670077
14,0.978553554511301,0.9408027893848095,JARI9-baseline,Correct,377,rank_bin_overall,RR,GPT-4,391,0.9641943734015346
14,0.8834663098716568,0.8130157688375178,JARI9-baseline,Correct,333,rank_exact,RR,GPT-4,391,0.8516624040920716
14,0.9945258140782346,0.970418447697022,JARI9-baseline,Wrong,386,rank_bin_overall,RR,GPT-4,391,0.9872122762148338
14,0.8182735579228833,0.7363794429400594,JARI9-baseline,Wrong,305,rank_exact,RR,GPT-4,391,0.7800511508951407
14,0.9766158224274766,0.93767519725984,JARI14-baseline,Correct,376,rank_bin_overall,RR,GPT-4,391,0.9616368286445012
14,0.8673776183924268,0.79364719085519,JARI14-baseline,Correct,326,rank_exact,RR,GPT-4,391,0.8337595907928389
14,0.9929486436989288,0.9669302938675338,JARI14-baseline,Wrong,385,rank_bin_overall,RR,GPT-4,391,0.9846547314578004
14,0.8253557942820167,0.7444931792073082,JARI14-baseline,Wrong,308,rank_exact,RR,GPT-4,391,0.7877237851662404
14,0.5099081441821148,0.4115793305815783,JARI5-baseline,Correct,180,rank_bin_overall,RR,GPT-4,391,0.4603580562659846
14,0.4430997528533064,0.3466892924817428,JARI5-baseline,Correct,154,rank_exact,RR,GPT-4,391,0.3938618925831202
14,0.999548387796983,0.9856571708134496,JARI5-baseline,Wrong,390,rank_bin_overall,RR,GPT-4,391,0.9974424552429668
14,0.8087994355061654,0.7255922685216014,JARI5-baseline,Wrong,301,rank_exact,RR,GPT-4,391,0.7698209718670077
14,0.978553554511301,0.9408027893848095,JARI9-baseline,Correct,377,rank_bin_overall,RR,GPT-4,391,0.9641943734015346
14,0.8834663098716568,0.8130157688375178,JARI9-baseline,Correct,333,rank_exact,RR,GPT-4,391,0.8516624040920716
14,0.9945258140782346,0.970418447697022,JARI9-baseline,Wrong,386,rank_bin_overall,RR,GPT-4,391,0.9872122762148338
14,0.8182735579228833,0.7363794429400594,JARI9-baseline,Wrong,305,rank_exact,RR,GPT-4,391,0.7800511508951407
14,0.9766158224274766,0.93767519725984,JARI14-baseline,Correct,376,rank_bin_overall,RR,GPT-4,391,0.9616368286445013
14,0.8673776183924268,0.79364719085519,JARI14-baseline,Correct,326,rank_exact,RR,GPT-4,391,0.8337595907928389
14,0.9929486436989287,0.9669302938675338,JARI14-baseline,Wrong,385,rank_bin_overall,RR,GPT-4,391,0.9846547314578005
14,0.8253557942820167,0.7444931792073082,JARI14-baseline,Wrong,308,rank_exact,RR,GPT-4,391,0.7877237851662404
