ARI,ci_high,ci_low,exp_name,group,k,metric,mode,model,n,rate
9,0.7391741316775955,0.6483231702951453,JARI14-baseline,Wrong,272,score_exact,RR,GPT-4,391,0.6956521739130435
9,0.970684596542194,0.9284104505187406,JARI14-baseline,Wrong,373,score_eps1,RR,GPT-4,391,0.9539641943734016
9,0.4015304018802558,0.3072134561140894,JARI5-baseline,Correct,138,score_exact,RR,GPT-4,391,0.3529411764705882
9,0.9823581474561264,0.947128844857572,JARI5-baseline,Correct,379,score_eps1,RR,GPT-4,391,0.969309462915601
9,0.7415998447959651,0.6509627813855698,JARI5-baseline,Wrong,273,score_exact,RR,GPT-4,391,0.6982097186700768
9,0.9842197357785264,0.950332580743966,JARI5-baseline,Wrong,380,score_eps1,RR,GPT-4,391,0.9718670076726342
9,0.3384621848170265,0.2487138921662627,JARI9-baseline,Correct,114,score_exact,RR,GPT-4,391,0.2915601023017903
9,0.9666467547555972,0.9223176438877494,JARI9-baseline,Correct,371,score_eps1,RR,GPT-4,391,0.948849104859335
9,0.7464463184467596,0.6562469561523632,JARI9-baseline,Wrong,275,score_exact,RR,GPT-4,391,0.7033248081841432
9,0.9823581474561264,0.947128844857572,JARI9-baseline,Wrong,379,score_eps1,RR,GPT-4,391,0.969309462915601
9,0.1074181588666836,0.0542706845779099,JARI14-baseline,Correct,30,score_exact,RR,GPT-4,391,0.0767263427109974
9,0.5404459990819717,0.4418253661872495,JARI14-baseline,Correct,192,score_eps1,RR,GPT-4,391,0.4910485933503836
9,0.7391741316775955,0.6483231702951453,JARI14-baseline,Wrong,272,score_exact,RR,GPT-4,391,0.6956521739130435
9,0.970684596542194,0.9284104505187406,JARI14-baseline,Wrong,373,score_eps1,RR,GPT-4,391,0.9539641943734016
9,0.4015304018802558,0.3072134561140894,JARI5-baseline,Correct,138,score_exact,RR,GPT-4,391,0.3529411764705882
9,0.9823581474561264,0.947128844857572,JARI5-baseline,Correct,379,score_eps1,RR,GPT-4,391,0.969309462915601
9,0.7415998447959651,0.6509627813855698,JARI5-baseline,Wrong,273,score_exact,RR,GPT-4,391,0.6982097186700768
9,0.9842197357785264,0.950332580743966,JARI5-baseline,Wrong,380,score_eps1,RR,GPT-4,391,0.9718670076726342
9,0.3384621848170265,0.2487138921662627,JARI9-baseline,Correct,114,score_exact,RR,GPT-4,391,0.2915601023017903
9,0.9666467547555972,0.9223176438877494,JARI9-baseline,Correct,371,score_eps1,RR,GPT-4,391,0.948849104859335
9,0.7464463184467596,0.6562469561523632,JARI9-baseline,Wrong,275,score_exact,RR,GPT-4,391,0.7033248081841432
9,0.9823581474561264,0.947128844857572,JARI9-baseline,Wrong,379,score_eps1,RR,GPT-4,391,0.969309462915601
9,0.1074181588666836,0.05427068457790993,JARI14-baseline,Correct,30,score_exact,RR,GPT-4,391,0.07672634271099744
9,0.5404459990819717,0.4418253661872495,JARI14-baseline,Correct,192,score_eps1,RR,GPT-4,391,0.49104859335038364
9,0.7391741316775955,0.6483231702951453,JARI14-baseline,Wrong,272,score_exact,RR,GPT-4,391,0.6956521739130435
9,0.9706845965421939,0.9284104505187406,JARI14-baseline,Wrong,373,score_eps1,RR,GPT-4,391,0.9539641943734015
